"code","npias","name","city","state","ADO","service_level","district","id","grant_id","airport_id","npr","description","total","stimulus","discretionary","entitlement","fiscal_year"
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,48831,"3-42-0059-044-2006","MDT",44,"Construct Apron",332753.00,0.00,0.00,332753.00,2006
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,48832,"3-42-0059-044-2006","MDT",47,"Construct Terminal Building",3553053.00,0.00,0.00,3553053.00,2006
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,52411,"3-42-0059-045-2007","MDT",59,"Construct Taxiway",3360000.00,0.00,3360000.00,0.00,2007
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,52412,"3-42-0059-045-2007","MDT",44,"Construct Apron",4370000.00,0.00,4370000.00,0.00,2007
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,52413,"3-42-0059-045-2007","MDT",48,"Install Runway Lighting",1400000.00,0.00,1400000.00,0.00,2007
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,52418,"3-42-0059-046-2007","MDT",93,"Remove Obstructions",1075638.00,0.00,0.00,1075638.00,2007
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,52454,"3-42-0059-047-2007","MDT",54,"Acquire Land for Noise Compatibility within 65 - 69 DNL",391844.00,0.00,391844.00,0.00,2007
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,52456,"3-42-0059-048-2007","MDT",59,"Environmental Mitigation",2518653.00,0.00,0.00,2518653.00,2007
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,52457,"3-42-0059-048-2007","MDT",54,"Construct Apron",251735.00,0.00,0.00,251735.00,2007
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,55782,"3-42-0059-049-2008","MDT",48,"Install Runway Lighting",1500000.00,0.00,1500000.00,0.00,2008
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,55783,"3-42-0059-049-2008","MDT",44,"Construct Apron",7137000.00,0.00,7137000.00,0.00,2008
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,55784,"3-42-0059-049-2008","MDT",59,"Construct Taxiway",2663000.00,0.00,2663000.00,0.00,2008
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,55821,"3-42-0059-050-2008","MDT",59,"Environmental Mitigation",2288712.00,0.00,0.00,2288712.00,2008
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,55822,"3-42-0059-051-2008","MDT",54,"Construct Apron",345529.00,0.00,0.00,345529.00,2008
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,55823,"3-42-0059-051-2008","MDT",93,"Remove Obstructions",149625.00,0.00,0.00,149625.00,2008
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,55838,"3-42-0059-052-2008","MDT",59,"Environmental Mitigation",957650.00,0.00,0.00,957650.00,2008
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,55842,"3-42-0059-053-2008","MDT",89,"Install Taxiway Lighting",247422.00,0.00,247422.00,0.00,2008
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,59636,"3-42-0059-054-2009","MDT",59,"Construct Taxiway",990000.00,0.00,990000.00,0.00,2009
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,59637,"3-42-0059-054-2009","MDT",44,"Construct Apron",795000.00,0.00,795000.00,0.00,2009
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,59638,"3-42-0059-054-2009","MDT",48,"Install Runway Lighting",385000.00,0.00,385000.00,0.00,2009
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,59639,"3-42-0059-055-2009","MDT",59,"Environmental Mitigation",1238371.00,0.00,0.00,1238371.00,2009
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,59690,"3-42-0059-056-2009","MDT",35,"Improve Terminal Building",501011.00,0.00,0.00,501011.00,2009
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,59691,"3-42-0059-056-2009","MDT",59,"Environmental Mitigation",552064.00,0.00,0.00,552064.00,2009
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,59692,"3-42-0059-056-2009","MDT",70,"Rehabilitate Runway Lighting",428880.00,0.00,0.00,428880.00,2009
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,59698,"3-42-0059-057-2009","MDT",60,"Rehabilitate Apron",455085.00,0.00,0.00,455085.00,2009
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,59699,"3-42-0059-057-2009","MDT",66,"Rehabilitate Taxiway",59203.00,0.00,0.00,59203.00,2009
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,59700,"3-42-0059-057-2009","MDT",95,"Acquire Aircraft Rescue & Fire Fighting Vehicle",31560.00,0.00,0.00,31560.00,2009
"MDT","42-0059","Harrisburg International","Harrisburg","PA","HAR","P",17,59717,"3-42-0059-058-2009","MDT",54,"Acquire Land for Noise Compatibility within 65 - 69 DNL",1016939.00,0.00,1016939.00,0.00,2009
"HZL","42-0039","Hazleton Municipal","Hazleton","PA","HAR","",,,"","",,"",,,,,
"N30","42-0041","Cherry Ridge","Honesdale","PA","HAR","",,,"","",,"",,,,,
"IDI","42-0043","Indiana County/Jimmy Stewart Field/","Indiana","PA","HAR","",,,"","",,"",,,,,
"5G8","42-0119","Greensburg Jeannette Regional","Jeannette","PA","HAR","",,,"","",,"",,,,,
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,45106,"3-42-0045-033-2005","JST",93,"Remove Obstructions",262599.00,0.00,0.00,262599.00,2005
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,45107,"3-42-0045-033-2005","JST",70,"Rehabilitate Runway Lighting",162700.00,0.00,0.00,162700.00,2005
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,45108,"3-42-0045-033-2005","JST",70,"Rehabilitate Runway",57012.00,0.00,0.00,57012.00,2005
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,45109,"3-42-0045-033-2005","JST",48,"Improve Runway Safety Area",461702.21,0.00,0.00,461702.21,2005
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,45110,"3-42-0045-033-2005","JST",66,"Rehabilitate Taxiway",133295.00,0.00,0.00,133295.00,2005
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,48839,"3-42-0045-034-2006","JST",47,"Acquire Snow Removal Equipment",341206.00,0.00,0.00,341206.00,2006
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,48840,"3-42-0045-034-2006","JST",41,"Expand Apron",19759.00,0.00,0.00,19759.00,2006
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,48841,"3-42-0045-034-2006","JST",39,"Expand Snow Removal Equipment Building",312077.00,0.00,4388.00,307689.00,2006
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,48842,"3-42-0045-034-2006","JST",64,"Construct Apron",112670.00,0.00,0.00,112670.00,2006
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,48843,"3-42-0045-034-2006","JST",40,"Acquire Equipment",50993.00,0.00,0.00,50993.00,2006
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,48877,"3-42-0045-035-2006","JST",94,"Construct Runway Safety Area",1895250.00,0.00,1851821.00,43429.00,2006
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,52447,"3-42-0045-036-2007","JST",40,"Acquire Land for Development",539695.00,0.00,0.00,539695.00,2007
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,52463,"3-42-0045-037-2007","JST",47,"Acquire Snow Removal Equipment",52062.00,0.00,0.00,52062.00,2007
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,52464,"3-42-0045-037-2007","JST",45,"Extend Taxiway",135711.00,0.00,0.00,135711.00,2007
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,52465,"3-42-0045-037-2007","JST",66,"Rehabilitate Taxiway",481261.00,0.00,208729.00,272532.00,2007
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,55799,"3-42-0045-038-2008","JST",93,"Remove Obstructions",10283.00,0.00,0.00,10283.00,2008
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,55800,"3-42-0045-038-2008","JST",70,"Rehabilitate Runway",759536.00,0.00,0.00,759536.00,2008
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,59649,"3-42-0045-039-2009","JST",45,"Install Airfield Guidance Signs",87730.00,0.00,0.00,87730.00,2009
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,59650,"3-42-0045-039-2009","JST",45,"Install Weather Reporting Equipment",62370.00,0.00,0.00,62370.00,2009
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,59674,"3-42-0045-040-2009","JST",70,"Rehabilitate Runway",600000.00,600000.00,0.00,0.00,2009
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,59683,"3-42-0045-041-2009","JST",66,"Rehabilitate Taxiway",107540.00,0.00,0.00,107540.00,2009
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,59684,"3-42-0045-041-2009","JST",90,"Runway Incursion Markings",19760.00,0.00,0.00,19760.00,2009
"JST","42-0045","John Murtha Johnstown-Cambria County","Johnstown","PA","HAR","CS",12,59685,"3-42-0045-041-2009","JST",66,"Rehabilitate Taxiway",118750.00,0.00,0.00,118750.00,2009
"LNS","42-0049","Lancaster","Lancaster","PA","HAR","CS",16,45126,"3-42-0049-027-2005","LNS",68,"Rehabilitate Taxiway",92122.00,0.00,0.00,92122.00,2005
"LNS","42-0049","Lancaster","Lancaster","PA","HAR","CS",16,45127,"3-42-0049-027-2005","LNS",50,"Extend Runway",818866.00,0.00,0.00,818866.00,2005
"LNS","42-0049","Lancaster","Lancaster","PA","HAR","CS",16,52419,"3-42-0049-029-2007","LNS",45,"Acquire Easement For Approaches",76000.00,0.00,0.00,76000.00,2007
"LNS","42-0049","Lancaster","Lancaster","PA","HAR","CS",16,52420,"3-42-0049-029-2007","LNS",50,"Improve Runway Safety Area",4267975.00,0.00,3593975.00,674000.00,2007
"LNS","42-0049","Lancaster","Lancaster","PA","HAR","CS",16,55789,"3-42-0049-030-2008","LNS",50,"Improve Runway Safety Area",5173307.00,0.00,4862067.00,311240.00,2008
"LNS","42-0049","Lancaster","Lancaster","PA","HAR","CS",16,59679,"3-42-0049-031-2009","LNS",68,"Rehabilitate Taxiway",3250000.00,3250000.00,0.00,0.00,2009
"LNS","42-0049","Lancaster","Lancaster","PA","HAR","CS",16,59688,"3-42-0049-032-2009","LNS",50,"Construct Taxiway",361929.00,0.00,0.00,361929.00,2009
"LNS","42-0049","Lancaster","Lancaster","PA","HAR","CS",16,59689,"3-42-0049-032-2009","LNS",68,"Rehabilitate Taxiway",618113.00,0.00,0.00,618113.00,2009
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,45098,"3-42-0050-028-2005","LBE",44,"Improve Airport Drainage",110621.00,0.00,0.00,110621.00,2005
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,45099,"3-42-0050-028-2005","LBE",94,"Improve Runway Safety Area",149787.00,0.00,0.00,149787.00,2005
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,45153,"3-42-0050-030-2005","LBE",40,"Acquire Land for Development",176849.00,0.00,0.00,176849.00,2005
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,45154,"3-42-0050-030-2005","LBE",47,"Acquire Snow Removal Equipment",558407.00,0.00,0.00,558407.00,2005
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,45162,"3-42-0050-031-2005","LBE",49,"Construct Taxiway",1810700.00,0.00,1768123.00,42577.00,2005
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,48823,"3-42-0050-029-2006","LBE",41,"Acquire Aircraft Deicing Equipment",118883.00,0.00,0.00,118883.00,2006
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,48824,"3-42-0050-029-2006","LBE",43,"Improve Terminal Building",551924.00,0.00,0.00,551924.00,2006
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,48825,"3-42-0050-029-2006","LBE",22,"Rehabilitate Access Road",74028.00,0.00,0.00,74028.00,2006
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,48826,"3-42-0050-029-2006","LBE",32,"Improve Building",24665.00,0.00,0.00,24665.00,2006
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,52422,"3-42-0050-032-2007","LBE",94,"Improve Runway Safety Area",1340998.00,0.00,106732.00,1234266.00,2007
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,59652,"3-42-0050-033-2009","LBE",35,"Improve Terminal Building",60174.00,0.00,0.00,60174.00,2009
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,59653,"3-42-0050-033-2009","LBE",47,"Acquire Snow Removal Equipment",44313.00,0.00,0.00,44313.00,2009
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,59654,"3-42-0050-034-2009","LBE",32,"Improve Building",149971.00,0.00,0.00,149971.00,2009
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,59655,"3-42-0050-034-2009","LBE",48,"Install Runway Vertical/Visual Guidance System",360777.00,0.00,0.00,360777.00,2009
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,59696,"3-42-0050-035-2009","LBE",95,"Acquire Aircraft Rescue & Fire Fighting Vehicle",860293.00,0.00,0.00,860293.00,2009
"LBE","42-0050","Arnold Palmer Regional","Latrobe","PA","HAR","P",18,59697,"3-42-0050-035-2009","LBE",22,"Rehabilitate Access Road",156474.00,0.00,0.00,156474.00,2009
"22N","42-0109","Jake Arner Memorial","Lehighton","PA","HAR","",,,"","",,"",,,,,
"LHV","42-0053","William T. Piper Memorial","Lock Haven","PA","HAR","",,,"","",,"",,,,,
"GKJ","42-0057","Port Meadville","Meadville","PA","HAR","",,,"","",,"",,,,,
"FWQ","42-0061","Rostraver","Monongahela","PA","HAR","R",12,45122,"3-42-0061-010-2005","FWQ",43,"Install Perimeter Fencing",90444.00,0.00,0.00,90444.00,2005
"FWQ","42-0061","Rostraver","Monongahela","PA","HAR","R",12,45123,"3-42-0061-010-2005","FWQ",45,"Acquire Land For Approaches",23102.00,0.00,0.00,23102.00,2005
"FWQ","42-0061","Rostraver","Monongahela","PA","HAR","R",12,45124,"3-42-0061-010-2005","FWQ",97,"Improve Runway Safety Area",206507.00,0.00,0.00,206507.00,2005
"FWQ","42-0061","Rostraver","Monongahela","PA","HAR","R",12,45125,"3-42-0061-010-2005","FWQ",45,"Improve Airport Drainage",101804.00,0.00,0.00,101804.00,2005
"FWQ","42-0061","Rostraver","Monongahela","PA","HAR","R",12,48882,"3-42-0061-011-2006","FWQ",42,"Expand Apron",51352.00,0.00,0.00,51352.00,2006
"FWQ","42-0061","Rostraver","Monongahela","PA","HAR","R",12,48883,"3-42-0061-011-2006","FWQ",48,"Acquire Snow Removal Equipment",146165.00,0.00,0.00,146165.00,2006
"FWQ","42-0061","Rostraver","Monongahela","PA","HAR","R",12,48884,"3-42-0061-011-2006","FWQ",97,"Improve Runway Safety Area",727783.00,0.00,370300.00,357483.00,2006
"FWQ","42-0061","Rostraver","Monongahela","PA","HAR","R",12,52431,"3-42-0061-012-2007","FWQ",42,"Expand Apron",328601.00,0.00,0.00,328601.00,2007
"FWQ","42-0061","Rostraver","Monongahela","PA","HAR","R",12,52432,"3-42-0061-012-2007","FWQ",41,"Improve Snow Removal Equipment Building",30399.00,0.00,0.00,30399.00,2007
"FWQ","42-0061","Rostraver","Monongahela","PA","HAR","R",12,55805,"3-42-0061-013-2008","FWQ",68,"Rehabilitate Taxiway Lighting",21953.00,0.00,0.00,21953.00,2008
"FWQ","42-0061","Rostraver","Monongahela","PA","HAR","R",12,55806,"3-42-0061-013-2008","FWQ",50,"Construct Taxiway",38794.00,0.00,0.00,38794.00,2008
"FWQ","42-0061","Rostraver","Monongahela","PA","HAR","R",12,59646,"3-42-0061-014-2009","FWQ",68,"Rehabilitate Taxiway Lighting",209874.00,0.00,0.00,209874.00,2009
"FWQ","42-0061","Rostraver","Monongahela","PA","HAR","R",12,59707,"3-42-0061-015-2009","FWQ",68,"Rehabilitate Taxiway Lighting",164842.00,0.00,0.00,164842.00,2009
"P45","42-0063","Mount Pleasant/Scottdale","Mount Pleasant","PA","HAR","",,,"","",,"",,,,,
"MPO","42-0065","Pocono Mountains Municipal","Mount Pocono","PA","HAR","",,,"","",,"",,,,,
"UCP","42-0068","New Castle Municipal","New Castle","PA","HAR","",,,"","",,"",,,,,
"PNE","42-0074","Northeast Philadelphia","Philadelphia","PA","HAR","R",13,45128,"3-42-0074-012-2005","PNE",50,"Construct Taxiway",3252222.00,0.00,2393972.00,858250.00,2005
"PNE","42-0074","Northeast Philadelphia","Philadelphia","PA","HAR","R",13,48881,"3-42-0074-013-2006","PNE",72,"Rehabilitate Runway Lighting",1176993.00,0.00,776993.00,400000.00,2006
"PNE","42-0074","Northeast Philadelphia","Philadelphia","PA","HAR","R",13,55807,"3-42-0074-014-2008","PNE",68,"Rehabilitate Taxiway",150822.00,0.00,0.00,150822.00,2008
"PNE","42-0074","Northeast Philadelphia","Philadelphia","PA","HAR","R",13,59686,"3-42-0074-016-2009","PNE",68,"Rehabilitate Taxiway",2219200.00,0.00,1651717.00,567483.00,2009
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,45091,"3-42-0076-072-2005","PHL",56,"Noise Mitigation Measures for Residences within 65 - 69 DNL",2400000.00,0.00,2400000.00,0.00,2005
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,45095,"3-42-0076-073-2005","PHL",64,"Construct Runway",6000054.00,0.00,3252000.00,2748054.00,2005
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,45121,"3-42-0076-074-2005","PHL",62,"Rehabilitate Apron",5211697.00,0.00,5211697.00,0.00,2005
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,45137,"3-42-0076-075-2005","PHL",56,"Extend Runway",12779619.00,0.00,9589886.00,3189733.00,2005
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,48830,"3-42-0076-076-2006","PHL",97,"Improve Runway Safety Area",4575000.00,0.00,3825000.00,750000.00,2006
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,48858,"3-42-0076-077-2006","PHL",62,"Rehabilitate Apron",4424478.00,0.00,0.00,4424478.00,2006
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,48859,"3-42-0076-077-2006","PHL",50,"Acquire Aircraft Rescue & Fire Fighting Vehicle",600000.00,0.00,0.00,600000.00,2006
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,48878,"3-42-0076-078-2006","PHL",56,"Extend Runway",29677166.00,0.00,22600000.00,7077166.00,2006
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,48888,"3-42-0076-079-2006","PHL",64,"Construct Runway",4000000.00,0.00,4000000.00,0.00,2006
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,52451,"3-42-0076-080-2007","PHL",56,"Noise Mitigation Measures for Residences within 65 - 69 DNL",2400000.00,0.00,2400000.00,0.00,2007
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,52460,"3-42-0076-081-2007","PHL",64,"Construct Runway",1500000.00,0.00,1500000.00,0.00,2007
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,52468,"3-42-0076-082-2007","PHL",68,"Rehabilitate Taxiway",9100000.00,0.00,8732728.00,367272.00,2007
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,55790,"3-42-0076-083-2008","PHL",60,"VALE Infrastructure",3258668.00,0.00,3258668.00,0.00,2008
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,55791,"3-42-0076-083-2008","PHL",60,"VALE Vehicle",23473.00,0.00,23473.00,0.00,2008
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,55792,"3-42-0076-083-2008","PHL",60,"VALE Infrastructure",202160.00,0.00,202160.00,0.00,2008
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,55795,"3-42-0076-084-2008","PHL",56,"Noise Mitigation Measures for Residences within 65 - 69 DNL",6950000.00,0.00,6950000.00,0.00,2008
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,55796,"3-42-0076-085-2008","PHL",72,"Rehabilitate Runway",11782900.00,0.00,5180665.00,6602235.00,2008
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,55797,"3-42-0076-086-2008","PHL",63,"Conduct Noise Compatibility Plan Study",50000.00,0.00,50000.00,0.00,2008
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,55841,"3-42-0076-087-2008","PHL",60,"VALE Infrastructure",451950.00,0.00,451950.00,0.00,2008
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,59669,"3-42-0076-088-2009","PHL",62,"Rehabilitate Apron",1394493.00,0.00,0.00,1394493.00,2009
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,59670,"3-42-0076-089-2009","PHL",60,"VALE Infrastructure",2973718.00,0.00,2973718.00,0.00,2009
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,59680,"3-42-0076-090-2009","PHL",72,"Rehabilitate Runway",5724694.00,5724694.00,0.00,0.00,2009
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,59687,"3-42-0076-091-2009","PHL",72,"Rehabilitate Runway",8487359.00,0.00,2950069.00,5537290.00,2009
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,59702,"3-42-0076-092-2009","PHL",56,"Noise Mitigation Measures for Residences within 65 - 69 DNL",7700000.00,0.00,7700000.00,0.00,2009
"PHL","42-0076","Philadelphia International","Philadelphia","PA","HAR","P",1,59719,"3-42-0076-093-2009","PHL",60,"VALE Infrastructure",7396867.00,0.00,7396867.00,0.00,2009
"LOM","42-0079","Wings Field","Philadelphia","PA","HAR","",,,"","",,"",,,,,
"PSB","42-0080","Mid-State","Philipsburg","PA","HAR","",,,"","",,"",,,,,
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,45135,"3-42-0082-013-2005","AGC",68,"Update Airport Master Plan Study",237260.00,0.00,0.00,237260.00,2005
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,45150,"3-42-0082-014-2005","AGC",72,"Rehabilitate Runway Lighting",252146.00,0.00,70271.00,181875.00,2005
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,45156,"3-42-0082-015-2005","AGC",68,"Rehabilitate Taxiway",966133.00,0.00,896708.00,69425.00,2005
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,45157,"3-42-0082-015-2005","AGC",45,"Improve Airport Drainage",454708.00,0.00,298942.00,155766.00,2005
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,45158,"3-42-0082-015-2005","AGC",68,"Rehabilitate Taxiway",245334.00,0.00,0.00,245334.00,2005
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,48845,"3-42-0082-016-2006","AGC",43,"Install Perimeter Fencing",124311.00,0.00,0.00,124311.00,2006
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,48846,"3-42-0082-016-2006","AGC",68,"Rehabilitate Taxiway",832368.00,0.00,509868.00,322500.00,2006
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,48847,"3-42-0082-016-2006","AGC",48,"Acquire Snow Removal Equipment",329321.00,0.00,0.00,329321.00,2006
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,48848,"3-42-0082-016-2006","AGC",41,"Acquire Equipment",34500.00,0.00,0.00,34500.00,2006
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,52453,"3-42-0082-017-2007","AGC",68,"Rehabilitate Taxiway",950000.00,0.00,575000.00,375000.00,2007
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,52458,"3-42-0082-018-2007","AGC",43,"Install Perimeter Fencing",38000.00,0.00,0.00,38000.00,2007
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,55801,"3-42-0082-019-2008","AGC",68,"Rehabilitate Taxiway",259240.00,0.00,0.00,259240.00,2008
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,55850,"3-42-0082-020-2008","AGC",68,"Rehabilitate Taxiway",1269006.00,0.00,1230246.00,38760.00,2008
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,55852,"3-42-0082-021-2008","AGC",43,"Install Perimeter Fencing",155462.00,0.00,155462.00,0.00,2008
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,59676,"3-42-0082-022-2009","AGC",68,"Rehabilitate Taxiway",1454231.00,1454231.00,0.00,0.00,2009
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,59695,"3-42-0082-023-2009","AGC",68,"Rehabilitate Taxiway Lighting",1400432.00,0.00,0.00,1400432.00,2009
"AGC","42-0082","Allegheny County","Pittsburgh","PA","HAR","R",14,59701,"3-42-0082-024-2009","AGC",68,"Rehabilitate Taxiway",2926651.00,0.00,2672184.00,254467.00,2009
"PIT","42-0081","Pittsburgh International","Pittsburgh","PA","HAR","P",18,45118,"3-42-0081-085-2005","PIT",97,"Improve Runway Safety Area",422269.00,0.00,422252.00,17.00,2005
"PIT","42-0081","Pittsburgh International","Pittsburgh","PA","HAR","P",18,45119,"3-42-0081-085-2005","PIT",97,"Improve Runway Safety Area",4860862.00,0.00,0.00,4860862.00,2005
"PIT","42-0081","Pittsburgh International","Pittsburgh","PA","HAR","P",18,45120,"3-42-0081-085-2005","PIT",86,"Security Enhancements",40748.00,0.00,0.00,40748.00,2005
"PIT","42-0081","Pittsburgh International","Pittsburgh","PA","HAR","P",18,45147,"3-42-0081-086-2005","PIT",68,"Rehabilitate Taxiway",6074727.00,0.00,5711973.00,362754.00,2005
"PIT","42-0081","Pittsburgh International","Pittsburgh","PA","HAR","P",18,45159,"3-42-0081-087-2005","PIT",68,"Rehabilitate Taxiway",139989.00,0.00,0.00,139989.00,2005
"PIT","42-0081","Pittsburgh International","Pittsburgh","PA","HAR","P",18,45160,"3-42-0081-087-2005","PIT",68,"Rehabilitate Taxiway",1733023.00,0.00,1673544.00,59479.00,2005
"PIT","42-0081","Pittsburgh International","Pittsburgh","PA","HAR","P",18,48844,"3-42-0081-088-2006","PIT",97,"Improve Runway Safety Area",6039844.00,0.00,3771865.00,2267979.00,2006
