Indent,Category,Source,Report,2000 (Corp),2001 (Corp),2002 (Corp),2003 (Corp),2004 (Corp),2005 (Corp),2006 (Corp),2007 (Corp),2008 (Corp),2009 (Corp),2010 (Corp),2011 (Corp),2012 (Corp),2013 (Corp),2014 (Corp),2015 (Corp),2016 (Corp),2000 (Indv),2001 (Indv),2002 (Indv),2003 (Indv),2004 (Indv),2005 (Indv),2006 (Indv),2007 (Indv),2008 (Indv),2009 (Indv),2010 (Indv),2011 (Indv),2012 (Indv),2013 (Indv),2014 (Indv),2015 (Indv),2016 (Indv),Expenditure Name,Expenditure Footnotes
##,Exclusion of certain foster care payments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Foster care payments.&mdash;The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. Foster parents provide a home and care for children who are wards of the State, under contract with the State. However, compensation received for this service is excluded from the gross incomes of foster parents; the expenses they incur are nondeductible. </p>"
##+,92,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,40.00,40.00,45.00,45.00,50.00,,,,,,,,,,,,,Exclusion of certain foster care payments,,,,,,,,,,,,,,,,,
##+,93,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,40.00,40.00,45.00,45.00,50.00,50.00,,,,,,,,,,,,Exclusion of certain foster care payments,,,,,,,,,,,,,,,,,
##+,95,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,550.00,570.00,300.00,630.00,660.00,700.00,730.00,,,,,,,,,,,Exclusion of certain foster care payments,,,,,,,,,,,,,,,,,
##+,95,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,500.00,510.00,520.00,530.00,540.00,570.00,610.00,,,,,,,,,,Exclusion of certain foster care payments,,,,,,,,,,,,,,,,,
##+,95,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,450.00,430.00,430.00,440.00,450.00,460.00,470.00,,,,,,,,,Exclusion of certain foster care payments,,,,,,,,,,,,,,,,,
##+,96,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,430.00,430.00,440.00,450.00,460.00,470.00,570.00,,,,,,,,Exclusion of certain foster care payments,,,,,,,,,,,,,,,,,
##+,105,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,440.00,440.00,440.00,450.00,450.00,460.00,470.00,,,,,,,Exclusion of certain foster care payments,,,,,,,,,,,,,,,,,
##+,121,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,440.00,440.00,450.00,450.00,450.00,460.00,470.00,,,,,,Exclusion of certain foster care payments,,,,,,,,,,,,,,,,,
##+,118,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,440.00,450.00,460.00,470.00,480.00,490.00,500.00,,,,,Exclusion of certain foster care payments,,,,,,,,,,,,,,,,,
##+,118,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,420.00,420.00,420.00,420.00,420.00,420.00,420.00,,,,Exclusion of certain foster care payments,,,,,,,,,,,,,,,,,
##+,121,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,480.00,480.00,480.00,480.00,480.00,480.00,480.00,,,Exclusion of certain foster care payments,,,,,,,,,,,,,,,,,
##+,125,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,440.00,420.00,400.00,390.00,390.00,390.00,370.00,,Exclusion of certain foster care payments,,,,,,,,,,,,,,,,,
##+,126,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.00,410.00,410.00,400.00,410.00,400.00,390.00,Exclusion of certain foster care payments,,,,,,,,,,,,,,,,,
##,Exclusion of parsonage allowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Parsonage allowances.&mdash;Under the baseline tax system, all compensation, including dedicated payments and in-kind benefits, should be included in taxable income. In contrast, the value of a clergyman's housing allowance and the rental value of parsonages are not included in a minister's taxable income under current law. </p>"
##+,93,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,360.00,385.00,410.00,440.00,470.00,,,,,,,,,,,,,Exclusion of parsonage allowances,,,,,,,,,,,,,,,,,
##+,94,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,340.00,365.00,390.00,415.00,445.00,475.00,,,,,,,,,,,,Exclusion of parsonage allowances,,,,,,,,,,,,,,,,,
##+,96,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,330.00,350.00,370.00,400.00,430.00,460.00,490.00,,,,,,,,,,,Exclusion of parsonage allowances,,,,,,,,,,,,,,,,,
##+,96,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,350.00,370.00,400.00,420.00,450.00,470.00,490.00,,,,,,,,,,Exclusion of parsonage allowances,,,,,,,,,,,,,,,,,
##+,96,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,350.00,380.00,400.00,420.00,450.00,480.00,510.00,,,,,,,,,Exclusion of parsonage allowances,,,,,,,,,,,,,,,,,
##+,97,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,380.00,400.00,420.00,450.00,480.00,510.00,540.00,,,,,,,,Exclusion of parsonage allowances,,,,,,,,,,,,,,,,,
##+,106,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,430.00,460.00,480.00,510.00,540.00,580.00,610.00,,,,,,,Exclusion of parsonage allowances,,,,,,,,,,,,,,,,,
##+,122,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,460.00,480.00,510.00,540.00,580.00,610.00,640.00,,,,,,Exclusion of parsonage allowances,,,,,,,,,,,,,,,,,
##+,119,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,480.00,510.00,550.00,580.00,610.00,640.00,670.00,,,,,Exclusion of parsonage allowances,,,,,,,,,,,,,,,,,
##+,119,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,510.00,550.00,580.00,610.00,640.00,670.00,700.00,,,,Exclusion of parsonage allowances,,,,,,,,,,,,,,,,,
##+,122,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,550.00,580.00,620.00,660.00,700.00,740.00,790.00,,,Exclusion of parsonage allowances,,,,,,,,,,,,,,,,,
##+,126,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,580.00,620.00,660.00,700.00,740.00,790.00,840.00,,Exclusion of parsonage allowances,,,,,,,,,,,,,,,,,
##+,127,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.00,700.00,750.00,800.00,860.00,920.00,980.00,Exclusion of parsonage allowances,,,,,,,,,,,,,,,,,
##,Assistance for adopted foster children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Assistance for adopted foster children.&mdash; Under the baseline tax system, all compensation, including dedicated payments and in-kind benefits, should be included in taxable income. Taxpayers who adopt eligible children from the public foster care system can receive monthly payments for the children's significant and varied needs and a reimbursement of up to $2,000 for nonrecurring adoption expenses. These payments are excluded from gross income under current law. </p>"
##+,89,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,160.00,190.00,210.00,240.00,250.00,260.00,270.00,,,,,,,,,,,Assistance for adopted foster children,,,,,,,,,,,,,,,,,
##+,88,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,190.00,220.00,250.00,260.00,270.00,280.00,290.00,,,,,,,,,,Assistance for adopted foster children,,,,,,,,,,,,,,,,,
##+,88,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,220.00,250.00,290.00,330.00,380.00,430.00,480.00,,,,,,,,,Assistance for adopted foster children,,,,,,,,,,,,,,,,,
##+,89,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,250.00,290.00,330.00,380.00,430.00,480.00,540.00,,,,,,,,Assistance for adopted foster children,,,,,,,,,,,,,,,,,
##+,98,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,290.00,310.00,350.00,380.00,420.00,460.00,500.00,,,,,,,Assistance for adopted foster children,,,,,,,,,,,,,,,,,
##+,114,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,310.00,320.00,350.00,370.00,400.00,430.00,470.00,,,,,,Assistance for adopted foster children,,,,,,,,,,,,,,,,,
##+,111,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,320.00,350.00,400.00,440.00,480.00,530.00,570.00,,,,,Assistance for adopted foster children,,,,,,,,,,,,,,,,,
##+,111,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,350.00,380.00,420.00,450.00,480.00,520.00,560.00,,,,Assistance for adopted foster children,,,,,,,,,,,,,,,,,
##+,114,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,430.00,450.00,480.00,510.00,550.00,580.00,620.00,,,Assistance for adopted foster children,,,,,,,,,,,,,,,,,
##+,118,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,450.00,460.00,490.00,520.00,550.00,580.00,610.00,,Assistance for adopted foster children,,,,,,,,,,,,,,,,,
##+,119,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.00,500.00,530.00,560.00,600.00,650.00,690.00,Assistance for adopted foster children,,,,,,,,,,,,,,,,,
##,Child credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Child credit.&mdash;The baseline tax system would not allow credits for particular activities or targeted at specific groups. Under current law, however, taxpayers with children under age 17 can qualify for a $1,000 partially refundable per child credit. The maximum credit declines to $500 in 2011 and later years. The credit is phased out for taxpayers at the rate of $50 per $1,000 of modified AGI above $110,000 ($75,000 for singles). </p>"
##+,91,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,19330.00,19310.00,18980.00,18410.00,18000.00,17430.00,16790.00,,,,,,,,,,,Child credit,,,,,,,,,,,,,,,,,
##+,91,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,19840.00,19760.00,19680.00,19550.00,20550.00,21530.00,21240.00,,,,,,,,,,Child credit,,,,,,,,,,,,,,,,,
##+,91,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,22170.00,21440.00,21310.00,22480.00,24280.00,23940.00,23660.00,,,,,,,,,Child credit,,,,,,,,,,,,,,,,,
##+,92,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,37970.00,24340.00,29860.00,24810.00,24680.00,24480.00,25430.00,,,,,,,,Child credit,,,,,,,,,,,,,,,,,
##+,101,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,22400.00,32710.00,32810.00,32900.00,32860.00,32790.00,32670.00,,,,,,,Child credit,,,,,,,,,,,,,,,,,
##+,117,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,41790.00,42090.00,42120.00,42070.00,41830.00,41870.00,31730.00,,,,,,Child credit,,,,,,,,,,,,,,,,,
##+,114,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,30377.00,32556.00,32341.00,32096.00,31909.00,24719.00,13601.00,,,,,Child credit,,,,,,,,,,,,,,,,,
##+,114,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,30910.00,30160.00,29950.00,29870.00,23270.00,13590.00,13080.00,,,,Child credit,,,,,,,,,,,,,,,,,
##+,117,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,28420.00,27250.00,27032.00,20250.00,10072.00,9580.00,9120.00,,,Child credit ,,,,,,,,,,,,,,,,,
##+,121,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,25640.00,23450.00,18550.00,10870.00,10610.00,10320.00,9990.00,,Child credit ,,,,,,,,,,,,,,,,,
##+,122,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,23030.00,18330.00,10580.00,10290.00,9900.00,9430.00,9000.00,Child credit ,,,,,,,,,,,,,,,,,
##,Employer provided child care exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Employer-provided child care exclusion.&mdash; Under the baseline tax system, all compensation, including dedicated payments and in-kind benefits, should be included in taxable income. In contrast, under current law up to $5,000 of employer-provided child care is excluded from an employee's gross income even though the employer's costs for the child care are a deductible business expense. </p>"
##+,86,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,720.00,740.00,770.00,810.00,930.00,1020.00,1080.00,,,,,,,,,,Employer provided child care exclusion,,,,,,,,,,,,,,,,,
##+,86,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,690.00,720.00,760.00,810.00,850.00,890.00,940.00,,,,,,,,,Employer provided child care exclusion,,,,,,,,,,,,,,,,,
##+,87,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,590.00,620.00,770.00,870.00,920.00,960.00,1010.00,,,,,,,,Employer provided child care exclusion,,,,,,,,,,,,,,,,,
##+,96,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,600.00,620.00,810.00,930.00,970.00,1010.00,1060.00,,,,,,,Employer provided child care exclusion,,,,,,,,,,,,,,,,,
##+,112,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,610.00,810.00,920.00,960.00,1010.00,1060.00,1070.00,,,,,,Employer provided child care exclusion,,,,,,,,,,,,,,,,,
##+,109,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,660.00,890.00,1030.00,1080.00,1140.00,1160.00,1210.00,,,,,Employer provided child care exclusion,,,,,,,,,,,,,,,,,
##+,109,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1170.00,1340.00,1400.00,1470.00,1480.00,1520.00,1600.00,,,,Employer provided child care exclusion,,,,,,,,,,,,,,,,,
##+,112,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,940.00,1240.00,1480.00,1490.00,1550.00,1620.00,1700.00,,,Employer provided child care exclusion,,,,,,,,,,,,,,,,,
##+,116,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,770.00,1210.00,1370.00,1410.00,1480.00,1550.00,1630.00,,Employer provided child care exclusion,,,,,,,,,,,,,,,,,
##+,117,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.00,1380.00,1450.00,1570.00,1690.00,1800.00,1900.00,Employer provided child care exclusion,,,,,,,,,,,,,,,,,
##,Employer-provided child care credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Employer-provided child care credit.&mdash;The baseline tax system would not allow credits for particular activities, investments, or industries. Instead, current law provides a credit equal to 25 percent of qualified expenses for employee child care and 10 percent of qualified expenses for child care resource and referral services. Employer deductions for such expenses are reduced by the amount of the credit. The maximum total credit is limited to $150,000 per taxable year. </p>"
##+,87,Treasury,2003,,0.00,40.00,90.00,130.00,150.00,150.00,160.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,Employer-provided child care credit,,,,,,,,,,,,,,,,,
##+,87,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,40.00,90.00,130.00,140.00,150.00,160.00,170.00,,,,,,,,,Employer-provided child care credit,,,,,,,,,,,,,,,,,
##+,88,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,90.00,130.00,140.00,150.00,160.00,170.00,180.00,,,,,,,,Employer-provided child care credit,,,,,,,,,,,,,,,,,
##+,97,Treasury,2006,,,,,0.00,8.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,Employer-provided child care credit,,,,,,,,,,,,,,,,,
##+,113,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,10.00,10.00,20.00,20.00,20.00,10.00,,,,,,Employer-provided child care credit,,,,,,,,,,,,,,,,,
##+,110,Treasury,2008,,,,,,,10.00,10.00,10.00,20.00,20.00,10.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Employer-provided child care credit,,,,,,,,,,,,,,,,,
##+,110,Treasury,2009,,,,,,,,10.00,10.00,10.00,20.00,10.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,Employer-provided child care credit,,,,,,,,,,,,,,,,,
##+,113,Treasury,2010,,,,,,,,,20.00,20.00,30.00,10.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,Employer-provided child care credit,,,,,,,,,,,,,,,,,
##+,117,Treasury,2011,,,,,,,,,,10.00,20.00,10.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,Employer-provided child care credit,,,,,,,,,,,,,,,,,
##+,118,Treasury,2012,,,,,,,,,,,10.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,Employer-provided child care credit,,,,,,,,,,,,,,,,,
##,Adoption credit and exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Adoption credit and exclusion.&mdash;The baseline tax system would not allow credits for particular activities. Instead, taxpayers can receive a nonrefundable tax credit for qualified adoption expenses under current law. The maximum credit is $12,150 per child for 2009, and is phased-out ratably for taxpayers with modified AGI between $182,180 and $220,180. The credit amounts and the phase-out thresholds are indexed for inflation. Taxpayers may also exclude qualified adoption expenses from income, subject to the same maximum amounts and phase-out as the credit. The same expenses cannot qualify for tax benefits under both programs; however, a taxpayer may use the benefits of the exclusion and the tax credit for different expenses. </p>"
##+,89,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,130.00,140.00,220.00,450.00,500.00,540.00,560.00,,,,,,,,,,Adoption credit and exclusion,,,,,,,,,,,,,,,,,
##+,89,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,140.00,220.00,450.00,500.00,540.00,560.00,570.00,,,,,,,,,Adoption credit and exclusion,,,,,,,,,,,,,,,,,
##+,90,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,220.00,450.00,500.00,540.00,560.00,570.00,580.00,,,,,,,,Adoption credit and exclusion,,,,,,,,,,,,,,,,,
##+,99,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,450.00,500.00,540.00,560.00,570.00,580.00,600.00,,,,,,,Adoption credit and exclusion,,,,,,,,,,,,,,,,,
##+,115,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,360.00,540.00,560.00,570.00,580.00,600.00,540.00,,,,,,Adoption credit and exclusion,,,,,,,,,,,,,,,,,
##+,112,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,540.00,560.00,570.00,580.00,600.00,540.00,170.00,,,,,Adoption credit and exclusion,,,,,,,,,,,,,,,,,
##+,112,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,370.00,380.00,400.00,410.00,370.00,70.00,80.00,,,,Adoption credit and exclusion,,,,,,,,,,,,,,,,,
##+,115,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,470.00,480.00,500.00,470.00,90.00,100.00,100.00,,,Adoption credit and exclusion,,,,,,,,,,,,,,,,,
##+,119,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,530.00,580.00,460.00,90.00,90.00,90.00,90.00,,Adoption credit and exclusion,,,,,,,,,,,,,,,,,
##+,120,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.00,160.00,190.00,110.00,100.00,100.00,90.00,Adoption credit and exclusion ,,,,,,,,,,,,,,,,,
##,"Employee retention credit for employers affected by Hurricane Katrina, Rita, and Wilma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,123,Treasury,2007,,,,,,0.00,40.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,100.00,20.00,20.00,0.00,0.00,0.00,,,,,,"Employee retention credit for employers affected by Hurricane Katrina, Rita, and Wilma",,,,,,,,,,,,,,,,,
##+,120,Treasury,2008,,,,,,,0.00,40.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,"Employee retention credit for employers affected by Hurricane Katrina, Rita, and Wilma",,,,,,,,,,,,,,,,,
##+,120,Treasury,2009,,,,,,,,10.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,10.00,0.00,0.00,0.00,0.00,0.00,,,,"Employee retention credit for employers affected by Hurricane Katrina, Rita, and Wilma",,,,,,,,,,,,,,,,,
##,Exclusion for benefits provided to volunteer EMS and firefighters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Exclusion for benefits provided to volunteer EMS and firefighters.&mdash;Under the baseline tax system, all compensation, including dedicated payments and inkind benefits, should be included in taxable income. In contrast, the Tax Code provides that certain benefits received by volunteer EMS and firefighters excluded from income. </p>"
##+,121,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,23.00,78.00,82.00,59.00,0.00,0.00,,,,Exclusion for benefits provided to volunteer EMS and firefighters,,,,,,,,,,,,,,,,,
##+,124,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,80.00,80.00,60.00,0.00,0.00,0.00,,,Exclusion for benefits provided to volunteer EMS and firefighters,,,,,,,,,,,,,,,,,
##+,128,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00,80.00,60.00,0.00,0.00,0.00,,,Exclusion for benefits provided to volunteer EMS and firefighters,,,,,,,,,,,,,,,,,
##+,129,Treasury,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,70.00,20.00,0.00,0.00,0.00,0.00,0.00,Exclusion for benefits provided to volunteer EMS and firefighters,,,,,,,,,,,,,,,,,
##,Employee retention credit for employers in certain Federal disaster areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Provide an employee retention credit to employers affected by hurricanes Katrina, Rita, Wilma, and Ike.&mdash;The baseline tax system would not allow credits for particular activities, investments, or industries. In contrast, the Tax Code provides tax credits against the wages paid to eligible employees in areas affected by natural disasters such as hurricanes Katrina, Rita, Wilma, and Ike. </p>"
##+,123,Treasury,2010,,,,,,,,,10.00,70.00,20.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,70.00,20.00,0.00,0.00,0.00,0.00,,,Employee retention credit for employers in certain Federal disaster areas,,,,,,,,,,,,,,,,,
##+,127,Treasury,2011,,,,,,,,,,70.00,20.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,70.00,20.00,0.00,0.00,0.00,0.00,0.00,,Employee retention credit for employers in certain federal disaster areas,,,,,,,,,,,,,,,,,
##+,128,Treasury,2012,,,,,,,,,,,50.00,20.00,10.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,10.00,0.00,0.00,0.00,0.00,0.00,Employee retention credit for employers in certain federal disaster areas,,,,,,,,,,,,,,,,,
##,Temporary income exclusion for employer provided lodging in Midwestern disaster area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Temporary income exclusion for employer provided lodging in Midwestern disaster area.&mdash; Under the baseline tax system, all compensation, including dedicated payments and in-kind benefits, should be included in taxable income. In contrast, under current law employer-provided meals and lodging in disaster areas are excluded from an employee's gross income even though the employer's costs for these items are a deductible business expense. </p>"
##+,125,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,20.00,0.00,0.00,0.00,0.00,0.00,,,Temporary income exclusion for employer provided lodging in Midwestern disaster area,,,,,,,,,,,,,,,,,
##+,129,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,0.00,0.00,0.00,0.00,0.00,0.00,,Temporary income exclusion for employer provided lodging in Midwestern disaster area,,,,,,,,,,,,,,,,,
##,Making work pay tax credit ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Making work pay tax credit.&mdash;The baseline tax system would not allow credits for particular activities. In contrast, the Tax Code was modified in 2009 to provide for a tax credit in 2009 and 2010 of the lesser of 6.2 percent of an individual's earned income or $400 ($800 for joint filers). It is phased out at a rate of 2 percent of modified AGI above $75,000 ($150,000 for joint filers). </p>"
##+,130,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,9340.00,23450.00,14160.00,0.00,0.00,0.00,0.00,,Making work pay tax credit ,,,,,,,,,,,,,,,,,
##+,130,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,38850.00,23460.00,0.00,0.00,0.00,0.00,0.00,Making work pay tax credit ,,,,,,,,,,,,,,,,,
#,Education and training
##,Tax credits for tuition for post-secondary education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2002,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,5400.00,5400.00,5500.00,5600.00,5600.00,,,,,,,,,,,,,Tax credits for tuition for post-secondary education,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4200.00,4300.00,4300.00,4300.00,4300.00,,,,,,,,,,,,Tax credits for tuition for post-secondary education,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,5200.00,5300.00,5300.00,5400.00,5400.00,,,,,,,,Tax credits for tuition for post-secondary education,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4900.00,5200.00,5100.00,5000.00,5000.00,,,,,,,Tax credits for tuition for post-secondary education,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,3100.00,4400.00,4900.00,4700.00,5500.00,,,,,,Tax credits for tuition for post-secondary education,,,,,,,,,,,,,,,,,
##,Deduction for interest on student loans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2002,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,300.00,400.00,400.00,400.00,400.00,,,,,,,,,,,,,Deduction for interest on student loans,,,,,,,,,,,,,,,,,
