Indent,Category,Source,Report,2000 (Corp),2001 (Corp),2002 (Corp),2003 (Corp),2004 (Corp),2005 (Corp),2006 (Corp),2007 (Corp),2008 (Corp),2009 (Corp),2010 (Corp),2011 (Corp),2012 (Corp),2013 (Corp),2014 (Corp),2015 (Corp),2016 (Corp),2000 (Indv),2001 (Indv),2002 (Indv),2003 (Indv),2004 (Indv),2005 (Indv),2006 (Indv),2007 (Indv),2008 (Indv),2009 (Indv),2010 (Indv),2011 (Indv),2012 (Indv),2013 (Indv),2014 (Indv),2015 (Indv),2016 (Indv),Expenditure Name,Expenditure Footnotes
##+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,7700.00,9400.00,3600.00,4200.00,7200.00,,,Carryover basis of capital gains on gifts,,,,,,,,,,,,,,,,,
##,Deferral of gain on non-dealer installment sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,500.00,500.00,500.00,600.00,,,,,,,,,,,,,,400.00,400.00,400.00,400.00,,,,,,,,,,,,,,Deferral of gain on non-dealer installment sales,,,,,,,,,,,,,,,,,
##+,,JCT,2002,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,300.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,Deferral of gain on non-dealer installment sales,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,600.00,600.00,600.00,600.00,700.00,,,,,,,,,,,,,400.00,400.00,400.00,400.00,400.00,,,,,,,,,,,,Deferral of gain on non-dealer installment sales,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,600.00,600.00,700.00,700.00,700.00,,,,,,,,,,,,,500.00,500.00,500.00,500.00,600.00,,,,,,,,Deferral of gain on non-dealer installment sales,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,600.00,700.00,700.00,700.00,800.00,,,,,,,,,,,,,500.00,500.00,500.00,600.00,600.00,,,,,,,Deferral of gain on non-dealer installment sales,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,3300.00,1700.00,900.00,800.00,1000.00,,,,,,,,,,,,,2300.00,1200.00,600.00,500.00,900.00,,,,,,Deferral of gain on non-dealer installment sales,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,1100.00,1200.00,1300.00,1400.00,1500.00,,,,,,,,,,,,,500.00,500.00,600.00,700.00,700.00,,,,,Deferral of gain on non-dealer installment sales,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,-6100.00,-4100.00,100.00,4100.00,5600.00,,,,,,,,,,,,,-3400.00,-2500.00,-1000.00,800.00,1400.00,,,,Deferral of gain on non-dealer installment sales  *,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,-4100.00,100.00,4100.00,5600.00,5800.00,,,,,,,,,,,,,-1400.00,-2300.00,2000.00,2400.00,1900.00,,,Deferral of gain on non-dealer installment sales ,,,,,,,,,,,,,,,,,
##,Deferral of gain on like-kind exchanges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,400.00,400.00,400.00,400.00,,,,,,,,,,,,,,300.00,300.00,300.00,300.00,,,,,,,,,,,,,,Deferral of gain on like-kind exchanges,,,,,,,,,,,,,,,,,
##+,,JCT,2002,1000.00,1100.00,1200.00,1200.00,1300.00,,,,,,,,,,,,,400.00,400.00,400.00,400.00,400.00,,,,,,,,,,,,,Deferral of gain on like-kind exchanges,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,1200.00,1300.00,1400.00,1400.00,1500.00,,,,,,,,,,,,,400.00,400.00,400.00,500.00,500.00,,,,,,,,,,,,Deferral of gain on like-kind exchanges,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,1200.00,1300.00,1300.00,1400.00,1400.00,,,,,,,,,,,,,500.00,500.00,500.00,500.00,500.00,,,,,,,,Deferral of gain on like-kind exchanges,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,2000.00,2100.00,2200.00,2400.00,2500.00,,,,,,,,,,,,,800.00,800.00,900.00,800.00,1000.00,,,,,,,Deferral of gain on like-kind exchanges,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,3300.00,3300.00,3300.00,3300.00,3400.00,,,,,,,,,,,,,1000.00,1000.00,1000.00,1100.00,1000.00,,,,,,Deferral of gain on like-kind exchanges,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,3000.00,3000.00,3100.00,3200.00,3300.00,,,,,,,,,,,,,1100.00,1100.00,1200.00,1100.00,1100.00,,,,,Deferral of gain on like-kind exchanges,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,1400.00,1400.00,1700.00,2000.00,2300.00,,,,,,,,,,,,,600.00,700.00,800.00,1000.00,1100.00,,,,Deferral of gain on like-kind exchanges,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,1400.00,1700.00,2000.00,2300.00,2600.00,,,,,,,,,,,,,700.00,800.00,1200.00,1400.00,1500.00,,,Deferral of gain on like-kind exchanges,,,,,,,,,,,,,,,,,
##,Deferral of gain on involuntary conversions resulting from Presidentially-declared disasters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,<50,<50,<50,<50,,,,,,,,,,,,,,Deferral of gain on involuntary conversions resulting from Presidentially-declared disasters,,,,,,,,,,,,,,,,,
##+,,JCT,2002,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,Deferral of gain on involuntary conversions resulting from Presidentially-declared disasters,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,Deferral of gain on involuntary conversions resulting from Presidentially-declared disasters,,,,,,,,,,,,,,,,,
##,Depreciation of buildings other than rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,1500.00,1200.00,1200.00,1100.00,,,,,,,,,,,,,,700.00,500.00,500.00,400.00,,,,,,,,,,,,,,Depreciation of buildings other than rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##+,,JCT,2002,1500.00,1200.00,1200.00,1100.00,900.00,,,,,,,,,,,,,700.00,500.00,500.00,400.00,300.00,,,,,,,,,,,,,Depreciation of buildings other than rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,1200.00,1200.00,1100.00,900.00,800.00,,,,,,,,,,,,,500.00,500.00,400.00,400.00,300.00,,,,,,,,,,,,Depreciation of buildings other than rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,1400.00,900.00,1200.00,1600.00,2100.00,,,,,,,,,,,,,1300.00,100.00,200.00,300.00,500.00,,,,,,,,Depreciation of buildings other than rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,400.00,600.00,800.00,1100.00,1400.00,,,,,,,,,,,,,400.00,500.00,700.00,1000.00,1300.00,,,,,,,Depreciation of buildings other than rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,600.00,700.00,700.00,700.00,700.00,,,,,,,,,,,,,600.00,700.00,700.00,700.00,700.00,,,,,,Depreciation of buildings other than rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,100.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,100.00,100.00,200.00,200.00,200.00,,,,Depreciation of buildings other than rental housing in excess of alternative depreciation system ,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,100.00,200.00,200.00,200.00,200.00,,,Depreciation of buildings other than rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##,Depreciation of equipment in excess of alternative depreciation system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,24800.00,25300.00,25700.00,26100.00,,,,,,,,,,,,,,6700.00,6900.00,6800.00,6700.00,,,,,,,,,,,,,,Depreciation of equipment in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##+,,JCT,2002,24900.00,24300.00,23700.00,23300.00,22800.00,,,,,,,,,,,,,6800.00,6600.00,6200.00,5900.00,5600.00,,,,,,,,,,,,,Depreciation of equipment in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,27700.00,30300.00,31100.00,30500.00,29800.00,,,,,,,,,,,,,7500.00,8200.00,8400.00,8100.00,7700.00,,,,,,,,,,,,Depreciation of equipment in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##,Expensing of depreciable business property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,500.00,700.00,700.00,500.00,,,,,,,,,,,,,,200.00,300.00,400.00,200.00,,,,,,,,,,,,,,Expensing of depreciable business property,,,,,,,,,,,,,,,,,
##+,,JCT,2002,200.00,200.00,200.00,100.00,100.00,,,,,,,,,,,,,500.00,600.00,600.00,400.00,200.00,,,,,,,,,,,,,Expensing of depreciable business property,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,300.00,300.00,200.00,100.00,<50,,,,,,,,,,,,,1200.00,1200.00,700.00,400.00,200.00,,,,,,,,,,,,Expensing of depreciable business property,,,,,,,,,,,,,,,,,
##,Amortization of business startup costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,<50,<50,<50,<50,,,,,,,,,,,,,,300.00,300.00,300.00,300.00,,,,,,,,,,,,,,Amortization of business startup costs,,,,,,,,,,,,,,,,,
##+,,JCT,2002,<50,<50,<50,<50,<50,,,,,,,,,,,,,300.00,300.00,400.00,400.00,400.00,,,,,,,,,,,,,Amortization of business startup costs,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,<50,<50,<50,<50,<50,,,,,,,,,,,,,400.00,400.00,400.00,400.00,400.00,,,,,,,,,,,,Amortization of business startup costs,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,600.00,600.00,600.00,600.00,700.00,,,,,,,,Amortization of business startup costs,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,700.00,700.00,800.00,800.00,900.00,,,,,,,Amortization of business startup costs,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,1000.00,1000.00,1000.00,1000.00,1000.00,,,,,,,,,,,,,700.00,800.00,800.00,900.00,900.00,,,,,,Amortization of business startup costs,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,800.00,900.00,900.00,1000.00,1000.00,,,,,Amortization of business startup costs,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,900.00,900.00,1000.00,1000.00,1100.00,,,,Amortization of business startup costs,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,100.00,100.00,<50,<50,<50,,,,,,,,,,,,,1300.00,1300.00,1100.00,1000.00,900.00,,,Amortization of business start-up costs,,,,,,,,,,,,,,,,,
##,"Reduced rates on first $10,000,000 of corporate taxable income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,4400.00,4400.00,4400.00,4500.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",,,,,,,,,,,,,,,,,
##+,,JCT,2002,4300.00,4200.00,4400.00,4500.00,4600.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",,,,,,,,,,,,,,,,,
##+,,JCT,2003,,4300.00,4400.00,4500.00,4600.00,4700.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,3600.00,4600.00,5100.00,5200.00,5200.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,4300.00,4300.00,4300.00,4300.00,4300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,3500.00,3500.00,3500.00,3400.00,3400.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,3300.00,3300.00,3200.00,3200.00,3200.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,3300.00,3200.00,3200.00,3200.00,3100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,"Reduced rates on first $10,000,000 of corporate taxable income",,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,3200.00,3200.00,3200.00,3100.00,3100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,"Reduced rates on first $10,000,000 of corporate taxable income",,,,,,,,,,,,,,,,,
##,Permanent exemption from imputed interest rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,<50,<50,<50,<50,,,,,,,,,,,,,,200.00,200.00,200.00,200.00,,,,,,,,,,,,,,Permanent exemption from imputed interest rules,,,,,,,,,,,,,,,,,
##+,,JCT,2002,<50,<50,<50,<50,<50,,,,,,,,,,,,,200.00,200.00,200.00,200.00,300.00,,,,,,,,,,,,,Permanent exemption from imputed interest rules,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,<50,<50,<50,<50,<50,,,,,,,,,,,,,200.00,200.00,300.00,300.00,300.00,,,,,,,,,,,,Permanent exemption from imputed interest rules,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,300.00,300.00,300.00,300.00,300.00,,,,,,,,Permanent exemption from imputed interest rules,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,400.00,400.00,400.00,400.00,500.00,,,,,,,Permanent exemption from imputed interest rules,,,,,,,,,,,,,,,,,
##,Expensing of magazine circulation expenditures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,<50,<50,<50,<50,,,,,,,,,,,,,,<50,<50,<50,<50,,,,,,,,,,,,,,Expensing of magazine circulation expenditures,,,,,,,,,,,,,,,,,
##+,,JCT,2002,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,Expensing of magazine circulation expenditures,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,Expensing of magazine circulation expenditures,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,Expensing of magazine circulation expenditures,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,Expensing of magazine circulation expenditures,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,Expensing of magazine circulation expenditures,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,Expensing of magazine circulation expenditures,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,Expensing of magazine circulation expenditures,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,Expensing of magazine circulation expenditures,,,,,,,,,,,,,,,,,
##,"Special rules for magazine, paperback book, and record returns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,<50,<50,<50,<50,,,,,,,,,,,,,,<50,<50,<50,<50,,,,,,,,,,,,,,"Special rules for magazine, paperback book, and record returns",,,,,,,,,,,,,,,,,
##+,,JCT,2002,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,"Special rules for magazine, paperback book, and record returns",,,,,,,,,,,,,,,,,
##+,,JCT,2003,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,"Special rules for magazine, paperback book, and record returns",,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,"Special rules for magazine, paperback book, and record returns",,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,"Special rules for magazine, paperback book, and record returns",,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,"Special rules for magazine, paperback book, and record returns",,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,"Special rules for magazine, paperback book, and record returns",,,,,,,,,,,,,,,,,
##,Completed contract rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,200.00,200.00,200.00,200.00,,,,,,,,,,,,,,<50,<50,<50,<50,,,,,,,,,,,,,,Completed contract rules,,,,,,,,,,,,,,,,,
##+,,JCT,2002,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,Completed contract rules,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,Completed contract rules,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,300.00,300.00,300.00,400.00,400.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,Completed contract rules,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,300.00,300.00,400.00,400.00,500.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,Completed contract rules,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,400.00,400.00,500.00,600.00,600.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,Completed contract rules,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,500.00,500.00,600.00,600.00,700.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,Completed contract rules,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,500.00,600.00,600.00,700.00,700.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,Completed contract rules,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,600.00,600.00,700.00,700.00,800.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,Completed contract rules,,,,,,,,,,,,,,,,,
##,"Cash accounting, other than agriculture",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,<50,<50,<50,<50,,,,,,,,,,,,,,100.00,100.00,100.00,100.00,,,,,,,,,,,,,,"Cash accounting, other than agriculture",,,,,,,,,,,,,,,,,
##+,,JCT,2002,<50,<50,<50,<50,<50,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,"Cash accounting, other than agriculture",,,,,,,,,,,,,,,,,
##+,,JCT,2003,,<50,<50,<50,<50,<50,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,"Cash accounting, other than agriculture",,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,700.00,800.00,800.00,800.00,800.00,,,,,,,,"Cash accounting, other than agriculture",,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,800.00,800.00,800.00,900.00,900.00,,,,,,,"Cash accounting, other than agriculture",,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,800.00,800.00,900.00,900.00,1000.00,,,,,,"Cash accounting, other than agriculture",,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,900.00,900.00,1000.00,1000.00,1100.00,,,,,"Cash accounting, other than agriculture",,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,900.00,1000.00,1000.00,1100.00,1100.00,,,,"Cash accounting, other than agriculture",,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,1000.00,1000.00,1100.00,1100.00,1200.00,,,"Cash accounting, other than agriculture",,,,,,,,,,,,,,,,,
##,Exclusion of interest on State and local government small-issue industrial development bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,100.00,100.00,100.00,100.00,,,,,,,,,,,,,,200.00,200.00,200.00,200.00,,,,,,,,,,,,,,Exclusion of interest on State and local government small-issue industrial development bonds,,,,,,,,,,,,,,,,,
##+,,JCT,2002,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,Exclusion of interest on State and local government small-issue industrial development bonds,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,300.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,Exclusion of interest on State and local government small-issue industrial development bonds,,,,,,,,,,,,,,,,,
##,Exception from net operating loss limitations for corporations in bankruptcy proceedings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,500.00,500.00,400.00,400.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,Exception from net operating loss limitations for corporations in bankruptcy proceedings,,,,,,,,,,,,,,,,,
##+,,JCT,2002,500.00,500.00,500.00,500.00,500.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,Exception from net operating loss limitations for corporations in bankruptcy proceedings,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,500.00,500.00,500.00,500.00,500.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,Exception from net operating loss limitations for corporations in bankruptcy proceedings,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,600.00,600.00,600.00,600.00,600.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,Exception from net operating loss limitations for corporations in bankruptcy proceedings,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,600.00,600.00,600.00,600.00,600.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,Exception from net operating loss limitations for corporations in bankruptcy proceedings,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,500.00,500.00,500.00,500.00,500.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Exception from net operating loss limitations for corporations in bankruptcy proceedings,,,,,,,,,,,,,,,,,
##,Tax credit for employer-paid FICA taxes on tips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,200.00,200.00,200.00,200.00,,,,,,,,,,,,,,200.00,300.00,300.00,300.00,,,,,,,,,,,,,,Tax credit for employer-paid FICA taxes on tips,,,,,,,,,,,,,,,,,
##+,,JCT,2002,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,Tax credit for employer-paid FICA taxes on tips,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,Tax credit for employer-paid FICA taxes on tips,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,300.00,300.00,400.00,400.00,400.00,,,,,,,,Tax credit for employer-paid FICA taxes on tips,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,200.00,200.00,200.00,200.00,300.00,,,,,,,,,,,,,300.00,400.00,400.00,400.00,500.00,,,,,,,Tax credit for employer-paid FICA taxes on tips,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,200.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,Tax credit for employer-paid FICA taxes on tips,,,,,,,,,,,,,,,,,
##,Reduced rates of tax on dividends and long-term capital gains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,57800.00,64200.00,69900.00,78600.00,86300.00,,,,,,,,Reduced rates of tax on dividends and long-term capital gains,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,92200.00,94500.00,101700.00,99600.00,50200.00,,,,,,,Reduced rates of tax on dividends and long-term capital gains,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,127100.00,127900.00,131000.00,146600.00,99300.00,,,,,,Reduced rates of tax on dividends and long-term capital gains,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,150200.00,148100.00,161600.00,107500.00,100600.00,,,,,Reduced rates of tax on dividends and long-term capital gains,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,89500.00,96600.00,71300.00,75700.00,85700.00,,,,Reduced rates of tax on dividends and long-term capital gains,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,77700.00,84200.00,65900.00,90300.00,84900.00,,,Reduced rates of tax on dividends and long-term capital gains,,,,,,,,,,,,,,,,,
##,Depreciation of equipment in excess of the alternative depreciation system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,18800.00,5900.00,10600.00,15700.00,20300.00,,,,,,,,,,,,,2200.00,-2200.00,-100.00,1700.00,3500.00,,,,,,,,Depreciation of equipment in excess of the alternative depreciation system,,,,,,,,,,,,,,,,,
