Indent,Budget Function,Subsidyscope Title,Title as Appears in Budget,Source,Report Year,2000 Total,2001 Total,2002 Total,2003 Total,2004 Total,2005 Total,2006 Total,2007 Total,2008 Total,2009 Total,2010 Total,2011 Total,2012 Total,2013 Total,2014 Total,2015 Total,2016 Total,2000 Corp,2001 Corp,2002 Corp,2003 Corp,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2014 Corp,2015 Corp,2016 Corp,2000 Indv,2001 Indv,2002 Indv,2003 Indv,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2014 Indv,2015 Indv,2016 Indv
*,Health,"Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare","Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents",JCT,2008,,,,,,,1900.00,2000.00,2100.00,2300.00,2500.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1900.00,2000.00,2100.00,2300.00,2500.00,,,,,,,
*,Health,"Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare","Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare",JCT,2009,,,,,,,,1600.00,2100.00,2200.00,2300.00,2500.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1600.00,2100.00,2200.00,2300.00,2500.00,,,,,,
*,Health,"Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare","Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare",JCT,2010,,,,,,,,,2100.00,2200.00,2300.00,2500.00,2600.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,2100.00,2200.00,2300.00,2500.00,2600.00,,,,,
*,Health,"Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare","Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare",JCT,2011,,,,,,,,,,2200.00,2300.00,2500.00,2600.00,2800.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,2200.00,2300.00,2500.00,2600.00,2800.00,,,,
*,Health,"Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare","Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare",JCT,2012,,,,,,,,,,,2300.00,2500.00,2600.00,2800.00,2900.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,2300.00,2500.00,2600.00,2800.00,2900.00,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical savings accounts,JCT,2001,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,<50,<50,<50,<50,,,,,,,,,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical savings accounts,JCT,2002,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical savings accounts,JCT,2003,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Archer medical savings accounts,JCT,2004,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical savings accounts,JCT,2005,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Health savings accounts,JCT,2006,,,,,300.00,400.00,500.00,500.00,600.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,300.00,400.00,500.00,500.00,600.00,,,,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Health savings accounts,JCT,2007,,,,,,400.00,500.00,500.00,600.00,700.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,400.00,500.00,500.00,600.00,700.00,,,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Health savings accounts,JCT,2008,,,,,,,100.00,300.00,600.00,900.00,1200.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,100.00,300.00,600.00,900.00,1200.00,,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Health savings accounts,JCT,2009,,,,,,,,300.00,600.00,900.00,1200.00,1600.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,300.00,600.00,900.00,1200.00,1600.00,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Health savings accounts,JCT,2010,,,,,,,,,500.00,700.00,900.00,1200.00,1600.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,500.00,700.00,900.00,1200.00,1600.00,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Health savings accounts,JCT,2011,,,,,,,,,,700.00,900.00,1200.00,1600.00,2100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,700.00,900.00,1200.00,1600.00,2100.00,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Health savings accounts,JCT,2012,,,,,,,,,,,900.00,1200.00,1600.00,2100.00,2100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,900.00,1200.00,1600.00,2100.00,2100.00,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical Savings Accounts,Treasury,2001,30.00,30.00,30.00,30.00,30.00,25.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,30.00,30.00,30.00,30.00,30.00,25.00,,,,,,,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical Savings Accounts,Treasury,2002,20.00,20.00,30.00,20.00,20.00,20.00,20.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,20.00,30.00,20.00,20.00,20.00,20.00,,,,,,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical Savings Accounts,Treasury,2003,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical Savings Accounts,Treasury,2004,,,20.00,30.00,30.00,30.00,30.00,30.00,20.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,30.00,30.00,30.00,30.00,30.00,20.00,,,,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical Savings Accounts/Health Savings Accounts,Treasury,2005,,,,-30.00,-140.00,-570.00,-960.00,-1380.00,-1920.00,-2180.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,-30.00,-140.00,-570.00,-960.00,-1380.00,-1920.00,-2180.00,,,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical Savings Accounts/Health Savings Accounts,Treasury,2006,,,,,620.00,1050.00,1830.00,2650.00,3510.00,3960.00,3910.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,620.00,1050.00,1830.00,2650.00,3510.00,3960.00,3910.00,,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical Savings Accounts / Health Savings Accounts,Treasury,2007,,,,,,1050.00,1830.00,2650.00,3510.00,3960.00,3910.00,3860.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1050.00,1830.00,2650.00,3510.00,3960.00,3910.00,3860.00,,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical Savings Accounts / Health Savings Accounts,Treasury,2008,,,,,,,280.00,990.00,1980.00,2600.00,2830.00,2910.00,2850.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,280.00,990.00,1980.00,2600.00,2830.00,2910.00,2850.00,,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical Savings Accounts / Health Savings Accounts,Treasury,2009,,,,,,,,760.00,1140.00,1480.00,1590.00,1620.00,1540.00,1450.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,760.00,1140.00,1480.00,1590.00,1620.00,1540.00,1450.00,,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical Savings Accounts / Health Savings Accounts,Treasury,2010,,,,,,,,,1830.00,1930.00,2030.00,2130.00,2240.00,2350.00,2470.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1830.00,1930.00,2030.00,2130.00,2240.00,2350.00,2470.00,,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical Savings Accounts / Health Savings Accounts,Treasury,2011,,,,,,,,,,1930.00,2030.00,2130.00,2240.00,2350.00,2470.00,2590.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1930.00,2030.00,2130.00,2240.00,2350.00,2470.00,2590.00,,
*,Health,Medical Savings Accounts/Health Savings Accounts,Medical Savings Accounts / Health Savings Accounts,Treasury,2012,,,,,,,,,,,1790.00,1880.00,1980.00,2070.00,2210.00,2350.00,2510.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1790.00,1880.00,1980.00,2070.00,2210.00,2350.00,2510.00,
*,Health,Premium subsidy for COBRA continuation coverage,Premium subsidy for COBRA continuation coverage,JCT,2011,,,,,,,,,,8700.00,5700.00,900.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,8700.00,5700.00,900.00,0.00,0.00,,,,
*,Health,Premium subsidy for COBRA continuation coverage,Premium subsidy for COBRA continuation coverage ,JCT,2012,,,,,,,,,,,4900.00,1200.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4900.00,1200.00,<50,0.00,0.00,,,"Estimate includes refundability associated with the outlay effects found on page 52 of the JCT <a href="" http://www.jct.gov/publications.html?func=startdown&id=3718""><em>Estimates of Federal Tax Expenditures For Fiscal Years 2010-2014</em>.</a> "
*,Health,Refundable Premium Assistance Tax Credit ,Credits and subsidies for participation in exchanges ,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,22400.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,22400.00,,,"Estimate includes refundability associated with the outlay effects found on page 52 of the JCT <a href="" http://www.jct.gov/publications.html?func=startdown&id=3718""><em>Estimates of Federal Tax Expenditures For Fiscal Years 2010-2014</em>.</a> "
*,Health,Refundable Premium Assistance Tax Credit ,Refundable Premium Assistance Tax Credit ,Treasury,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-1010.00,-1530.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-1010.00,-1530.00,"In addition, the premium assistance credit provision has outlay effects (in millions of dollars) as follows: 2014 $16,010; 2015 $32,900; and 2016 $43,840."
*,Health,Self-employed medical insurance premiums,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,JCT,2001,1200.00,1200.00,1500.00,2400.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,1200.00,1200.00,1500.00,2400.00,,,,,,,,,,,,,,
*,Health,Self-employed medical insurance premiums,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,JCT,2002,1200.00,1300.00,1600.00,2400.00,2800.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1200.00,1300.00,1600.00,2400.00,2800.00,,,,,,,,,,,,,
*,Health,Self-employed medical insurance premiums,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,JCT,2003,,1400.00,1600.00,2500.00,2900.00,3000.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1400.00,1600.00,2500.00,2900.00,3000.00,,,,,,,,,,,,
*,Health,Self-employed medical insurance premiums,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,JCT,2004,,,1600.00,2400.00,2800.00,2900.00,3100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1600.00,2400.00,2800.00,2900.00,3100.00,,,,,,,,,,,
*,Health,Self-employed medical insurance premiums,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,JCT,2005,,,,2500.00,2900.00,3100.00,3200.00,3400.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,2500.00,2900.00,3100.00,3200.00,3400.00,,,,,,,,,,
*,Health,Self-employed medical insurance premiums,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,JCT,2006,,,,,3300.00,3600.00,4000.00,4300.00,4600.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,3300.00,3600.00,4000.00,4300.00,4600.00,,,,,,,,,
*,Health,Self-employed medical insurance premiums,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,JCT,2007,,,,,,3200.00,3800.00,4200.00,4500.00,5000.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,3200.00,3800.00,4200.00,4500.00,5000.00,,,,,,,,
*,Health,Self-employed medical insurance premiums,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,JCT,2008,,,,,,,3800.00,4200.00,4500.00,4900.00,5200.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,3800.00,4200.00,4500.00,4900.00,5200.00,,,,,,,
*,Health,Self-employed medical insurance premiums,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,JCT,2009,,,,,,,,3800.00,4400.00,4900.00,5300.00,5900.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,3800.00,4400.00,4900.00,5300.00,5900.00,,,,,,
*,Health,Self-employed medical insurance premiums,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,JCT,2010,,,,,,,,,4400.00,4800.00,5200.00,5800.00,6300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4400.00,4800.00,5200.00,5800.00,6300.00,,,,,
*,Health,Self-employed medical insurance premiums,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,JCT,2011,,,,,,,,,,4300.00,4600.00,5100.00,5400.00,5700.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4300.00,4600.00,5100.00,5400.00,5700.00,,,,
*,Health,Self-employed medical insurance premiums,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,JCT,2012,,,,,,,,,,,4600.00,5100.00,5500.00,6100.00,6600.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4600.00,5100.00,5500.00,6100.00,6600.00,,,
*,Health,Self-employed medical insurance premiums,Self-employed medical insurance premiums,Treasury,2001,1250.00,1380.00,1545.00,2070.00,2905.00,3210.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,1250.00,1380.00,1545.00,2070.00,2905.00,3210.00,,,,,,,,,,,,
*,Health,Self-employed medical insurance premiums,Self-employed medical insurance premiums,Treasury,2002,1340.00,1510.00,1760.00,2470.00,3580.00,3900.00,4220.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1340.00,1510.00,1760.00,2470.00,3580.00,3900.00,4220.00,,,,,,,,,,,
*,Health,Self-employed medical insurance premiums,Self-employed medical insurance premiums,Treasury,2003,,1520.00,1730.00,2420.00,3570.00,3870.00,4170.00,4430.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1520.00,1730.00,2420.00,3570.00,3870.00,4170.00,4430.00,,,,,,,,,,
*,Health,Self-employed medical insurance premiums,Self-employed medical insurance premiums,Treasury,2004,,,1760.00,2500.00,3690.00,3940.00,4220.00,4520.00,4980.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1760.00,2500.00,3690.00,3940.00,4220.00,4520.00,4980.00,,,,,,,,,
*,Health,Self-employed medical insurance premiums,Deductibility of self-employed medical insurance premiums,Treasury,2005,,,,2550.00,3740.00,3780.00,4090.00,4370.00,4750.00,5150.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,2550.00,3740.00,3780.00,4090.00,4370.00,4750.00,5150.00,,,,,,,,
*,Health,Self-employed medical insurance premiums,Self-employed medical insurance premiums,Treasury,2006,,,,,3330.00,3780.00,4330.00,4800.00,5260.00,5760.00,6250.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,3330.00,3780.00,4330.00,4800.00,5260.00,5760.00,6250.00,,,,,,,
*,Health,Self-employed medical insurance premiums,Self-employed medical insurance premiums,Treasury,2007,,,,,,3790.00,4240.00,4630.00,5080.00,5570.00,6050.00,6730.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,3790.00,4240.00,4630.00,5080.00,5570.00,6050.00,6730.00,,,,,,
*,Health,Self-employed medical insurance premiums,Self-employed medical insurance premiums,Treasury,2008,,,,,,,3970.00,4370.00,3730.00,4180.00,4670.00,5230.00,5810.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,3970.00,4370.00,3730.00,4180.00,4670.00,5230.00,5810.00,,,,,
*,Health,Self-employed medical insurance premiums,Self-employed medical insurance premiums,Treasury,2009,,,,,,,,4260.00,4680.00,5170.00,5710.00,6590.00,7450.00,8180.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,4260.00,4680.00,5170.00,5710.00,6590.00,7450.00,8180.00,,,,
*,Health,Self-employed medical insurance premiums,Self-employed medical insurance premiums,Treasury,2010,,,,,,,,,5080.00,5470.00,6020.00,6680.00,7490.00,8250.00,9100.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,5080.00,5470.00,6020.00,6680.00,7490.00,8250.00,9100.00,,,
*,Health,Self-employed medical insurance premiums,Self-employed medical insurance premiums,Treasury,2011,,,,,,,,,,4870.00,5250.00,5740.00,6150.00,6580.00,7120.00,7780.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,4870.00,5250.00,5740.00,6150.00,6580.00,7120.00,7780.00,,
*,Health,Self-employed medical insurance premiums,Self-employed medical insurance premiums ,Treasury,2012,,,,,,,,,,,5680.00,6210.00,6690.00,7200.00,7740.00,8310.00,8900.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,5680.00,6210.00,6690.00,7200.00,7740.00,8310.00,8900.00,"In 2010 only, there is an additional exclusion of self-employed insurance premiums from payroll taxes. The effect on payroll tax receipts FY 2010 (in millions of dollars) is $1,570."
*,Health,Special Blue Cross/Blue Shield deduction,Special Blue Cross/Blue Shield deduction,Treasury,2001,315.00,200.00,135.00,180.00,245.00,315.00,,,,,,,,,,,,315.00,200.00,135.00,180.00,245.00,315.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
*,Health,Special Blue Cross/Blue Shield deduction,Special Blue Cross/Blue Shield deduction,Treasury,2002,230.00,250.00,280.00,320.00,290.00,280.00,250.00,,,,,,,,,,,230.00,250.00,280.00,320.00,290.00,280.00,250.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
*,Health,Special Blue Cross/Blue Shield deduction,Special Blue Cross/Blue Shield deduction,Treasury,2003,,270.00,300.00,340.00,310.00,300.00,270.00,300.00,,,,,,,,,,,270.00,300.00,340.00,310.00,300.00,270.00,300.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
*,Health,Special Blue Cross/Blue Shield deduction,Special Blue Cross/Blue Shield deduction,Treasury,2004,,,300.00,340.00,310.00,300.00,270.00,300.00,250.00,,,,,,,,,,,300.00,340.00,310.00,300.00,270.00,300.00,250.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
*,Health,Special Blue Cross/Blue Shield deduction,Special Blue Cross/Blue Shield deduction,Treasury,2005,,,,350.00,320.00,310.00,280.00,310.00,260.00,290.00,,,,,,,,,,,350.00,320.00,310.00,280.00,310.00,260.00,290.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,
*,Health,Special Blue Cross/Blue Shield deduction,Special Blue Cross/Blue Shield deduction,Treasury,2006,,,,,400.00,390.00,360.00,390.00,340.00,370.00,430.00,,,,,,,,,,,400.00,390.00,360.00,390.00,340.00,370.00,430.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
*,Health,Special Blue Cross/Blue Shield deduction,Special Blue Cross/Blue Shield deduction,Treasury,2007,,,,,,710.00,780.00,850.00,920.00,760.00,830.00,920.00,,,,,,,,,,,710.00,780.00,850.00,920.00,760.00,830.00,920.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
*,Health,Special Blue Cross/Blue Shield deduction,Special Blue Cross/Blue Shield deduction,Treasury,2008,,,,,,,620.00,680.00,740.00,610.00,660.00,690.00,740.00,,,,,,,,,,,620.00,680.00,740.00,610.00,660.00,690.00,740.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
*,Health,Special Blue Cross/Blue Shield deduction,Special Blue Cross/Blue Shield deduction,Treasury,2009,,,,,,,,620.00,640.00,650.00,660.00,670.00,680.00,680.00,,,,,,,,,,,620.00,640.00,650.00,660.00,670.00,680.00,680.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
*,Health,Special Blue Cross/Blue Shield deduction,Special Blue Cross/Blue Shield deduction,Treasury,2010,,,,,,,,,620.00,600.00,650.00,660.00,670.00,680.00,690.00,,,,,,,,,,,620.00,600.00,650.00,660.00,670.00,680.00,690.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
*,Health,Special Blue Cross/Blue Shield deduction,Special Blue Cross/Blue Shield deduction,Treasury,2011,,,,,,,,,,760.00,890.00,690.00,660.00,590.00,530.00,690.00,,,,,,,,,,,760.00,890.00,690.00,660.00,590.00,530.00,690.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
*,Health,Special Blue Cross/Blue Shield deduction,Special Blue Cross/Blue Shield deduction,Treasury,2012,,,,,,,,,,,750.00,715.00,680.00,590.00,530.00,610.00,710.00,,,,,,,,,,,750.00,715.00,680.00,590.00,530.00,610.00,710.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Tax credit for purchase of health insurance by certain displaced persons,JCT,2005,,,,300.00,400.00,500.00,500.00,500.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,300.00,400.00,500.00,500.00,500.00,,,,,,,,,,
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Tax credit for purchase of health insurance by certain displaced persons,JCT,2006,,,,,0,200.00,300.00,300.00,300.00,,,,,,,,,,,,,<50,100.00,200.00,200.00,200.00,,,,,,,,,,,,,<50,100.00,100.00,100.00,100.00,,,,,,,,,
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Tax credit for purchase of health insurance by certain displaced persons,JCT,2007,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Tax credit for purchase of health insurance by certain displaced persons,JCT,2008,,,,,,,200.00,200.00,200.00,200.00,300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,200.00,200.00,200.00,200.00,300.00,,,,,,,
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Tax credit for purchase of health insurance by certain displaced persons,JCT,2009,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Credit for purchase of health insurance by certain displaced persons ,JCT,2010,,,,,,,,,100.00,100.00,200.00,200.00,200.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,100.00,100.00,200.00,200.00,200.00,,,,,Includes both refundable and nonrefundable amounts.
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Credit for purchase of health insurance by certain displaced persons,JCT,2011,,,,,,,,,,200.00,400.00,200.00,200.00,200.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,200.00,400.00,200.00,200.00,200.00,,,,
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Credit for purchase of health insurance by certain displaced persons ,JCT,2012,,,,,,,,,,,200.00,200.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,200.00,200.00,100.00,100.00,100.00,,,"Estimate includes refundability associated with the outlay effects found on page 52 of the JCT <a href="" http://www.jct.gov/publications.html?func=startdown&id=3718""><em>Estimates of Federal Tax Expenditures For Fiscal Years 2010-2014</em>.</a> "
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Tax credit for health insurance purchased by certain displaced and retired individuals,Treasury,2004,,,0.00,0.00,60.00,30.00,40.00,50.00,60.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,60.00,30.00,40.00,50.00,60.00,,,,,,,,,
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Tax credit for health insurance purchased by certain displaced and retired individuals,Treasury,2005,,,,0.00,50.00,60.00,60.00,70.00,70.00,80.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,50.00,60.00,60.00,70.00,70.00,80.00,,,,,,,,"In addition to the receipts shown outlays of $60 million in 2004, $90 million in 2005, $100 million in 2006, $120 million in 2007, $130 million in 2008, and $140 million in 2009 are projected."
