County Name,State Name,State FIPS,County FIPS,Total Deposits ($),TARP CPP Deposits ($),TARP CPP Deposits (%),Total Branches ,TARP CPP Branches,TARP CPP Branches (%),Total HMDA Loan Originations (#),TARP HMDA Loan Originations (#),TARP HMDA Loan Originations (%)
West Feliciana Parish,Louisiana,22,125,101469000,0,0,4,0,0,96,26,0.2775
Winn Parish,Louisiana,22,127,143358000,0,0,4,0,0,34,7,0.2073
Androscoggin County,Maine,23,1,1124045000,268604000,0.239,32,11,0.3438,1318,494,0.3749
Aroostook County,Maine,23,3,912206000,513663000,0.5631,35,22,0.6286,768,410,0.5341
Cumberland County,Maine,23,5,5440604000,2664460000,0.4897,108,34,0.3148,4027,1502,0.3731
Franklin County,Maine,23,7,355053000,21854000,0.0616,16,1,0.0625,248,72,0.2935
Hancock County,Maine,23,9,1156800000,663196000,0.5733,31,15,0.4839,464,175,0.3779
Kennebec County,Maine,23,11,1648135000,327484000,0.1987,46,13,0.2826,1210,452,0.3738
Knox County,Maine,23,13,912120000,182499000,0.2001,22,8,0.3636,502,209,0.4173
Lincoln County,Maine,23,15,973384000,658732000,0.6767,19,6,0.3158,329,113,0.3438
Oxford County,Maine,23,17,596644000,212604000,0.3563,19,7,0.3684,648,228,0.3522
Penobscot County,Maine,23,19,1909878000,423241000,0.2216,55,17,0.3091,1704,579,0.3403
Piscataquis County,Maine,23,21,184191000,31522000,0.1711,6,1,0.1667,187,53,0.2846
Sagadahoc County,Maine,23,23,320154000,36308000,0.1134,11,2,0.1818,455,150,0.3316
Somerset County,Maine,23,25,504229000,24397000,0.0484,19,1,0.0526,356,89,0.2511
Waldo County,Maine,23,27,314519000,58864000,0.1872,9,1,0.1111,468,179,0.3833
Washington County,Maine,23,29,729982000,108658000,0.1489,19,5,0.2632,186,40,0.2186
York County,Maine,23,31,2354140000,312557000,0.1328,68,13,0.1912,2744,876,0.3196
Allegany County,Maryland,24,1,611103000,575357000,0.9415,21,19,0.9048,1078,544,0.5052
Anne Arundel County,Maryland,24,3,7743462000,5044452000,0.6514,181,115,0.6354,13213,6799,0.5146
Baltimore City,Maryland,24,510,14746192000,12786280000,0.8671,119,76,0.6387,13897,7319,0.5267
Baltimore County,Maryland,24,5,16342485000,9186627000,0.5621,309,185,0.5987,18063,9578,0.5303
Calvert County,Maryland,24,9,998477000,934534000,0.936,27,20,0.7407,2542,1390,0.5469
Caroline County,Maryland,24,11,409011000,250265000,0.6119,18,11,0.6111,691,330,0.4785
Carroll County,Maryland,24,13,2727286000,2101787000,0.7707,59,44,0.7458,4290,2428,0.566
Cecil County,Maryland,24,15,840987000,836516000,0.9947,24,23,0.9583,2377,1261,0.5309
Charles County,Maryland,24,17,1578808000,1161419000,0.7356,42,27,0.6429,4728,2433,0.5147
Dorchester County,Maryland,24,19,585168000,123760000,0.2115,15,5,0.3333,586,289,0.4945
Frederick County,Maryland,24,21,3094886000,2359076000,0.7622,86,57,0.6628,6141,3429,0.5585
Garrett County,Maryland,24,23,774517000,745248000,0.9622,14,12,0.8571,833,520,0.6249
Harford County,Maryland,24,25,2627201000,1762237000,0.6708,85,56,0.6588,6299,3247,0.5155
Howard County,Maryland,24,27,3879396000,2899233000,0.7473,81,59,0.7284,6410,3460,0.5398
Kent County,Maryland,24,29,500359000,268001000,0.5356,18,10,0.5556,408,224,0.5514
Montgomery County,Maryland,24,31,23847176000,12578333000,0.5275,318,186,0.5849,19333,10526,0.5445
Prince George's County,Maryland,24,33,7482318000,5706694000,0.7627,176,129,0.733,24380,12219,0.5012
Queen Anne's County,Maryland,24,35,733539000,415297000,0.5662,19,13,0.6842,1224,563,0.4607
Somerset County,Maryland,24,39,216716000,167499000,0.7729,8,6,0.75,403,196,0.4879
St. Mary's County,Maryland,24,37,889164000,745876000,0.8389,23,15,0.6522,2591,1381,0.533
Talbot County,Maryland,24,41,1003904000,819270000,0.8161,25,15,0.6,812,420,0.5179
Washington County,Maryland,24,43,1981410000,1652651000,0.8341,58,44,0.7586,3570,2127,0.5959
Wicomico County,Maryland,24,45,1457091000,694433000,0.4766,48,24,0.5,2033,1063,0.5229
Worcester County,Maryland,24,47,1180369000,627269000,0.5314,42,19,0.4524,2209,1246,0.5641
Barnstable County,Massachusetts,25,1,5502214000,991036000,0.1801,123,29,0.2358,4195,1521,0.3627
Berkshire County,Massachusetts,25,3,2867587000,20469000,0.0071,63,2,0.0317,894,171,0.1915
Bristol County,Massachusetts,25,5,7266259000,2392195000,0.3292,158,53,0.3354,6847,2592,0.3786
Dukes County,Massachusetts,25,7,600053000,0,0,17,0,0,371,154,0.4159
Essex County,Massachusetts,25,9,15758454000,2339394000,0.1485,257,33,0.1284,8752,3158,0.3609
Franklin County,Massachusetts,25,11,951732000,99190000,0.1042,20,4,0.2,759,246,0.3246
Hampden County,Massachusetts,25,13,7785144000,1818674000,0.2336,157,28,0.1783,5867,2357,0.4019
Hampshire County,Massachusetts,25,15,2881135000,320630000,0.1113,57,8,0.1404,1165,321,0.2761
Middlesex County,Massachusetts,25,17,33796928000,6323580000,0.1871,503,119,0.2366,17994,7066,0.3927
Nantucket County,Massachusetts,25,19,411669000,80102000,0.1946,5,2,0.4,287,97,0.3405
Norfolk County,Massachusetts,25,21,15363637000,2755255000,0.1793,243,49,0.2016,8436,3255,0.3859
Plymouth County,Massachusetts,25,23,6315482000,1853891000,0.2935,159,47,0.2956,7605,3080,0.4051
Suffolk County,Massachusetts,25,25,65677664000,49213548000,0.7493,220,79,0.3591,8897,4072,0.4577
Worcester County,Massachusetts,25,27,10060279000,1178153000,0.1171,239,28,0.1172,8870,2943,0.3318
Alcona County,Michigan,26,1,45317000,5056000,0.1116,3,1,0.3333,153,85,0.5584
Alger County,Michigan,26,3,111920000,26694000,0.2385,7,2,0.2857,145,99,0.684
Allegan County,Michigan,26,5,815146000,243729000,0.299,33,10,0.303,2028,1128,0.5565
Alpena County,Michigan,26,7,417362000,133392000,0.3196,12,5,0.4167,288,183,0.6358
Antrim County,Michigan,26,9,277295000,80806000,0.2914,10,3,0.3,591,384,0.6502
Arenac County,Michigan,26,11,145509000,81867000,0.5626,6,3,0.5,216,98,0.4538
Baraga County,Michigan,26,13,114839000,13848000,0.1206,3,1,0.3333,50,31,0.6329
Barry County,Michigan,26,15,360245000,29331000,0.0814,15,4,0.2667,1033,488,0.4726
Bay County,Michigan,26,17,1034259000,462063000,0.4468,36,16,0.4444,1399,579,0.4139
Benzie County,Michigan,26,19,216120000,0,0,7,0,0,342,203,0.5937
Berrien County,Michigan,26,21,1936019000,1260983000,0.6513,64,37,0.5781,3065,1681,0.5485
Branch County,Michigan,26,23,620707000,121696000,0.1961,23,3,0.1304,437,188,0.4305
Calhoun County,Michigan,26,25,1008076000,697180000,0.6916,38,24,0.6316,2034,1029,0.5061
Cass County,Michigan,26,27,301572000,216044000,0.7164,14,7,0.5,948,541,0.5714
Charlevoix County,Michigan,26,29,312688000,190986000,0.6108,14,7,0.5,627,434,0.6936
Cheboygan County,Michigan,26,31,313176000,0,0,11,0,0,395,260,0.6583
Chippewa County,Michigan,26,33,376227000,79410000,0.2111,14,3,0.2143,337,223,0.6634
Clare County,Michigan,26,35,251166000,28715000,0.1143,11,1,0.0909,352,150,0.4282
Clinton County,Michigan,26,37,422576000,377141000,0.8925,15,13,0.8667,1273,633,0.498
Crawford County,Michigan,26,39,104552000,89796000,0.8589,4,3,0.75,296,185,0.6271
Delta County,Michigan,26,41,471730000,106685000,0.2262,16,3,0.1875,362,289,0.7991
Dickinson County,Michigan,26,43,472259000,105850000,0.2241,17,2,0.1176,279,210,0.7561
Eaton County,Michigan,26,45,1021885000,491494000,0.481,36,18,0.5,1728,862,0.499
Emmet County,Michigan,26,47,764155000,314040000,0.411,24,9,0.375,720,525,0.7295
Genesee County,Michigan,26,49,4865977000,4272824000,0.8781,87,66,0.7586,5652,2638,0.4669
Gladwin County,Michigan,26,51,169733000,19553000,0.1152,7,1,0.1429,379,153,0.4058
Gogebic County,Michigan,26,53,222206000,90770000,0.4085,8,3,0.375,229,135,0.5917
Grand Traverse County,Michigan,26,55,1649626000,1022877000,0.6201,41,19,0.4634,1868,1346,0.721
Gratiot County,Michigan,26,57,476646000,155360000,0.3259,18,7,0.3889,477,250,0.5253
Hillsdale County,Michigan,26,59,375280000,81058000,0.216,14,3,0.2143,620,285,0.4599
Houghton County,Michigan,26,61,523953000,160715000,0.3067,23,5,0.2174,244,123,0.5062
Huron County,Michigan,26,63,757336000,121554000,0.1605,29,9,0.3103,296,106,0.3597
Ingham County,Michigan,26,65,3274307000,1722450000,0.5261,77,43,0.5584,3923,1859,0.474
Ionia County,Michigan,26,67,595770000,482223000,0.8094,22,16,0.7273,1062,552,0.5198
Iosco County,Michigan,26,69,293044000,107011000,0.3652,12,6,0.5,436,283,0.6507
Iron County,Michigan,26,71,159217000,56817000,0.3569,7,3,0.4286,176,74,0.4231
Isabella County,Michigan,26,73,794688000,189908000,0.239,26,9,0.3462,478,191,0.401
Jackson County,Michigan,26,75,1670349000,906000000,0.5424,51,29,0.5686,2691,1399,0.5199
Kalamazoo County,Michigan,26,77,2619089000,1412057000,0.5391,76,45,0.5921,3999,2274,0.5687
Kalkaska County,Michigan,26,79,96154000,61023000,0.6346,3,2,0.6667,332,222,0.6707
Kent County,Michigan,26,81,10673467000,6541462000,0.6129,202,128,0.6337,11423,6795,0.5949
Keweenaw County,Michigan,26,83,11712000,0,0,1,0,0,31,15,0.5082
Lake County,Michigan,26,85,77154000,0,0,3,0,0,162,74,0.4576
Lapeer County,Michigan,26,87,748530000,106008000,0.1416,26,6,0.2308,1274,613,0.4817
Leelanau County,Michigan,26,89,204321000,144698000,0.7082,10,6,0.6,581,431,0.742
Lenawee County,Michigan,26,91,994852000,704318000,0.708,33,23,0.697,1637,845,0.5162
Livingston County,Michigan,26,93,1988789000,1112873000,0.5596,53,28,0.5283,3374,1677,0.4973
Luce County,Michigan,26,95,68210000,0,0,2,0,0,56,29,0.5185
Mackinac County,Michigan,26,97,157254000,0,0,11,0,0,141,82,0.5875
Macomb County,Michigan,26,99,13473988000,8715090000,0.6468,252,149,0.5913,14177,7665,0.5407
Manistee County,Michigan,26,101,318225000,58752000,0.1846,14,3,0.2143,313,204,0.6534
Marquette County,Michigan,26,103,678069000,309962000,0.4571,31,12,0.3871,877,522,0.5958
Mason County,Michigan,26,105,365682000,68439000,0.1872,10,1,0.1,428,291,0.6804
Mecosta County,Michigan,26,107,351282000,150140000,0.4274,17,7,0.4118,489,216,0.4433
Menominee County,Michigan,26,109,202502000,113441000,0.5602,9,5,0.5556,430,279,0.6505
Midland County,Michigan,26,111,945138000,205780000,0.2177,23,8,0.3478,808,253,0.3139
Missaukee County,Michigan,26,113,111974000,53872000,0.4811,4,2,0.5,276,158,0.5726
Monroe County,Michigan,26,115,1840802000,631564000,0.3431,45,20,0.4444,2449,1336,0.5456
Montcalm County,Michigan,26,117,527600000,235958000,0.4472,25,11,0.44,793,348,0.4398
Montmorency County,Michigan,26,119,112035000,21459000,0.1915,4,1,0.25,214,132,0.6203
Muskegon County,Michigan,26,121,1506807000,755238000,0.5012,42,23,0.5476,3281,1961,0.5977
Newaygo County,Michigan,26,123,285391000,183703000,0.6437,13,6,0.4615,828,457,0.552
Oakland County,Michigan,26,125,38364821000,28981942000,0.7554,421,253,0.601,21006,10574,0.5034
Oceana County,Michigan,26,127,238786000,126162000,0.5283,10,5,0.5,482,264,0.5484
Ogemaw County,Michigan,26,129,238125000,161337000,0.6775,10,9,0.9,328,198,0.6052
Ontonagon County,Michigan,26,131,92086000,0,0,6,0,0,67,41,0.6204
Osceola County,Michigan,26,133,181301000,115719000,0.6383,8,4,0.5,365,197,0.5415
Oscoda County,Michigan,26,135,60819000,53201000,0.8747,3,2,0.6667,170,106,0.6273
Otsego County,Michigan,26,137,359400000,252290000,0.702,9,5,0.5556,438,287,0.6557
Ottawa County,Michigan,26,139,3721901000,1427861000,0.3836,89,40,0.4494,4865,2852,0.5863
Presque Isle County,Michigan,26,141,122586000,43795000,0.3573,4,2,0.5,184,123,0.6691
Roscommon County,Michigan,26,143,271411000,176337000,0.6497,11,7,0.6364,572,336,0.5891
Saginaw County,Michigan,26,145,1931659000,1253519000,0.6489,72,45,0.625,2328,1076,0.4623
Sanilac County,Michigan,26,151,536000000,106409000,0.1985,26,5,0.1923,371,126,0.3419
Schoolcraft County,Michigan,26,153,248813000,9929000,0.0399,7,1,0.1429,112,79,0.7134
Shiawassee County,Michigan,26,155,661901000,409911000,0.6193,21,11,0.5238,1043,532,0.5105
St. Clair County,Michigan,26,147,2263405000,962402000,0.4252,46,23,0.5,2146,836,0.3896
St. Joseph County,Michigan,26,149,684649000,236065000,0.3448,32,8,0.25,646,263,0.4083
Tuscola County,Michigan,26,157,512512000,118412000,0.231,22,8,0.3636,667,328,0.493
Van Buren County,Michigan,26,159,653160000,233480000,0.3575,24,7,0.2917,1252,649,0.5186
Washtenaw County,Michigan,26,161,5666172000,3471611000,0.6127,104,66,0.6346,4931,2472,0.5015
Wayne County,Michigan,26,163,33154999000,27041820000,0.8156,407,255,0.6265,23897,11664,0.4881
Wexford County,Michigan,26,165,354059000,282273000,0.7972,12,8,0.6667,645,442,0.6854
Aitkin County,Minnesota,27,1,170630000,0,0,6,0,0,259,127,0.4905
Anoka County,Minnesota,27,3,2786899000,1905528000,0.6837,68,34,0.5,6339,3295,0.5199
Becker County,Minnesota,27,5,465358000,132602000,0.2849,13,4,0.3077,666,332,0.4993
Beltrami County,Minnesota,27,7,665043000,91184000,0.1371,20,4,0.2,325,134,0.413
Benton County,Minnesota,27,9,292680000,74158000,0.2534,12,2,0.1667,492,213,0.4346
Big Stone County,Minnesota,27,11,166558000,0,0,5,0,0,54,31,0.587
Blue Earth County,Minnesota,27,13,1131402000,523417000,0.4626,31,9,0.2903,1047,711,0.6799
Brown County,Minnesota,27,15,594847000,21659000,0.0364,17,1,0.0588,232,85,0.3677
Carlton County,Minnesota,27,17,226746000,85854000,0.3786,13,3,0.2308,574,252,0.4398
Carver County,Minnesota,27,19,1244921000,191704000,0.154,35,8,0.2286,1788,942,0.5271
Cass County,Minnesota,27,21,414065000,9944000,0.024,17,1,0.0588,573,302,0.5271
Chippewa County,Minnesota,27,23,404434000,0,0,7,0,0,105,42,0.4038
Chisago County,Minnesota,27,25,462032000,60761000,0.1315,17,3,0.1765,902,392,0.4349
Clay County,Minnesota,27,27,786167000,443750000,0.5644,20,6,0.3,1046,504,0.482
Clearwater County,Minnesota,27,29,122177000,0,0,4,0,0,80,30,0.3774
Cook County,Minnesota,27,31,67527000,0,0,3,0,0,70,35,0.5036
Cottonwood County,Minnesota,27,33,212434000,0,0,6,0,0,85,47,0.5556
Crow Wing County,Minnesota,27,35,1054379000,166451000,0.1579,39,5,0.1282,1193,701,0.5877
Dakota County,Minnesota,27,37,4176717000,2015158000,0.4825,111,46,0.4144,7273,3645,0.5012
Dodge County,Minnesota,27,39,230868000,46792000,0.2027,10,2,0.2,342,162,0.4743
Douglas County,Minnesota,27,41,757978000,128888000,0.17,18,3,0.1667,628,428,0.6819
Faribault County,Minnesota,27,43,431790000,41927000,0.0971,15,1,0.0667,152,93,0.6129
Fillmore County,Minnesota,27,45,436463000,108473000,0.2485,17,3,0.1765,257,117,0.4581
Freeborn County,Minnesota,27,47,493132000,196053000,0.3976,20,3,0.15,474,336,0.7106
Goodhue County,Minnesota,27,49,2731281000,2163088000,0.792,23,2,0.087,800,443,0.5544
Grant County,Minnesota,27,51,118668000,0,0,8,0,0,53,24,0.453
Hennepin County,Minnesota,27,53,34550918000,28413268000,0.8224,291,174,0.5979,20619,10930,0.5301
Houston County,Minnesota,27,55,256011000,21447000,0.0838,10,1,0.1,162,44,0.2765
Hubbard County,Minnesota,27,57,350026000,0,0,5,0,0,253,104,0.4134
Isanti County,Minnesota,27,59,347911000,39511000,0.1136,11,1,0.0909,767,359,0.4691
Itasca County,Minnesota,27,61,728609000,145707000,0.2,22,2,0.0909,719,301,0.4195
Jackson County,Minnesota,27,63,229024000,0,0,9,0,0,85,48,0.5743
Kanabec County,Minnesota,27,65,204197000,0,0,3,0,0,188,69,0.3672
Kandiyohi County,Minnesota,27,67,866226000,109133000,0.126,21,2,0.0952,459,261,0.5688
Kittson County,Minnesota,27,69,114750000,0,0,7,0,0,21,6,0.2917
Koochiching County,Minnesota,27,71,171475000,49577000,0.2891,6,2,0.3333,87,54,0.6304
Lac qui Parle County,Minnesota,27,73,146678000,0,0,7,0,0,44,20,0.4632
Lake County,Minnesota,27,75,119360000,37379000,0.3132,5,2,0.4,184,104,0.5679
Lake of the Woods County,Minnesota,27,77,81562000,35639000,0.437,3,1,0.3333,61,40,0.6703
Le Sueur County,Minnesota,27,79,281389000,0,0,9,0,0,408,194,0.4772
Lincoln County,Minnesota,27,81,74531000,0,0,4,0,0,42,20,0.4941
Lyon County,Minnesota,27,83,614586000,148467000,0.2416,14,1,0.0714,237,118,0.5021
Mahnomen County,Minnesota,27,87,99841000,0,0,2,0,0,19,5,0.3115
Marshall County,Minnesota,27,89,191529000,0,0,10,0,0,83,35,0.4278
Martin County,Minnesota,27,91,606084000,30836000,0.0509,14,1,0.0714,231,124,0.5385
McLeod County,Minnesota,27,85,717450000,74115000,0.1033,18,1,0.0556,543,262,0.4827
Meeker County,Minnesota,27,93,397237000,69931000,0.176,11,2,0.1818,378,209,0.5543
Mille Lacs County,Minnesota,27,95,321225000,10579000,0.0329,9,1,0.1111,433,188,0.4347
Morrison County,Minnesota,27,97,508372000,41138000,0.0809,15,3,0.2,435,185,0.4256
Mower County,Minnesota,27,99,506412000,204301000,0.4034,21,4,0.1905,648,423,0.6539
Murray County,Minnesota,27,101,236836000,0,0,8,0,0,62,26,0.4336
Nicollet County,Minnesota,27,103,429056000,24708000,0.0576,12,1,0.0833,480,286,0.597
Nobles County,Minnesota,27,105,401308000,73866000,0.1841,16,1,0.0625,121,62,0.5193
Norman County,Minnesota,27,107,129868000,0,0,7,0,0,47,15,0.3381
Olmsted County,Minnesota,27,109,2936588000,1461101000,0.4976,54,22,0.4074,3110,1652,0.5315
Otter Tail County,Minnesota,27,111,958247000,235100000,0.2453,29,6,0.2069,953,498,0.5233
Pennington County,Minnesota,27,113,270521000,58964000,0.218,5,1,0.2,161,97,0.6075
Pine County,Minnesota,27,115,283031000,17379000,0.0614,12,1,0.0833,318,128,0.4051
Pipestone County,Minnesota,27,117,258158000,0,0,8,0,0,81,47,0.5912
Polk County,Minnesota,27,119,504544000,22997000,0.0456,16,1,0.0625,233,61,0.2627
Pope County,Minnesota,27,121,231268000,0,0,8,0,0,109,51,0.4698
Ramsey County,Minnesota,27,123,13642902000,10040173000,0.7359,110,54,0.4909,6937,3286,0.4737
Red Lake County,Minnesota,27,125,79493000,0,0,3,0,0,22,5,0.2529
Redwood County,Minnesota,27,127,516013000,6037000,0.0117,13,1,0.0769,89,40,0.4564
Renville County,Minnesota,27,129,281868000,0,0,13,0,0,124,54,0.4382
Rice County,Minnesota,27,131,845904000,210686000,0.2491,24,4,0.1667,907,452,0.4984
Rock County,Minnesota,27,133,222441000,0,0,7,0,0,108,70,0.6506
Roseau County,Minnesota,27,135,364144000,0,0,7,0,0,120,77,0.6452
Scott County,Minnesota,27,139,1246159000,419324000,0.3365,34,13,0.3824,2699,1374,0.5092
Sherburne County,Minnesota,27,141,687114000,86590000,0.126,18,4,0.2222,1915,935,0.4885
Sibley County,Minnesota,27,143,214457000,0,0,12,0,0,176,84,0.4783
St. Louis County,Minnesota,27,137,2618681000,1199994000,0.4582,76,23,0.3026,3340,1677,0.5023
Stearns County,Minnesota,27,145,2885173000,539768000,0.1871,58,12,0.2069,1703,664,0.3904
Steele County,Minnesota,27,147,496080000,211636000,0.4266,17,4,0.2353,665,441,0.6643
Stevens County,Minnesota,27,149,196125000,0,0,7,0,0,49,14,0.297
Swift County,Minnesota,27,151,194864000,0,0,10,0,0,76,32,0.4294
Todd County,Minnesota,27,153,271846000,0,0,11,0,0,252,107,0.4271
Traverse County,Minnesota,27,155,101595000,0,0,5,0,0,23,9,0.4035
Wabasha County,Minnesota,27,157,450860000,0,0,11,0,0,241,68,0.2862
Wadena County,Minnesota,27,159,251304000,0,0,7,0,0,123,51,0.4198
Waseca County,Minnesota,27,161,328892000,24221000,0.0736,8,1,0.125,251,133,0.5318
Washington County,Minnesota,27,163,2442381000,1094093000,0.448,66,24,0.3636,4388,2136,0.4868
Watonwan County,Minnesota,27,165,282615000,0,0,10,0,0,89,46,0.5174
Wilkin County,Minnesota,27,167,112076000,7773000,0.0694,5,1,0.2,55,20,0.3741
Winona County,Minnesota,27,169,857134000,157620000,0.1839,18,5,0.2778,418,213,0.5104
Wright County,Minnesota,27,171,1345345000,219776000,0.1634,40,7,0.175,2440,1155,0.4736
Yellow Medicine County,Minnesota,27,173,227184000,0,0,8,0,0,91,46,0.5112
Adams County,Mississippi,28,1,4057534000,3645124000,0.8984,12,3,0.25,155,55,0.358
Alcorn County,Mississippi,28,3,561938000,285137000,0.5074,15,8,0.5333,292,99,0.3395
Amite County,Mississippi,28,5,91897000,73099000,0.7954,4,2,0.5,89,47,0.5298
Attala County,Mississippi,28,7,302802000,201678000,0.666,7,4,0.5714,239,161,0.6751
Benton County,Mississippi,28,9,39220000,17592000,0.4485,3,1,0.3333,58,17,0.299
Bolivar County,Mississippi,28,11,432239000,141640000,0.3277,18,8,0.4444,260,166,0.6388
Calhoun County,Mississippi,28,13,188446000,77881000,0.4133,5,2,0.4,121,44,0.3689
Carroll County,Mississippi,28,15,54572000,0,0,3,0,0,44,22,0.5116
Chickasaw County,Mississippi,28,17,233975000,52125000,0.2228,8,2,0.25,88,23,0.2651
Choctaw County,Mississippi,28,19,90356000,90356000,1,2,2,1,62,35,0.5794
Claiborne County,Mississippi,28,21,111551000,30263000,0.2713,2,1,0.5,75,58,0.7812
Clarke County,Mississippi,28,23,178385000,82011000,0.4597,8,3,0.375,265,169,0.6386
Clay County,Mississippi,28,25,254718000,139507000,0.5477,10,6,0.6,216,124,0.576
Coahoma County,Mississippi,28,27,506969000,192871000,0.3804,13,8,0.6154,168,77,0.4615
Copiah County,Mississippi,28,29,264648000,138223000,0.5223,11,5,0.4545,249,120,0.4844
Covington County,Mississippi,28,31,220167000,41836000,0.19,7,2,0.2857,114,28,0.2495
DeSoto County,Mississippi,28,33,1786319000,772431000,0.4324,65,35,0.5385,4177,2513,0.6017
Forrest County,Mississippi,28,35,1422975000,503168000,0.3536,40,13,0.325,903,368,0.4086
Franklin County,Mississippi,28,37,133137000,0,0,6,0,0,19,7,0.413
George County,Mississippi,28,39,216055000,0,0,6,0,0,198,52,0.2629
Greene County,Mississippi,28,41,53829000,2560000,0.0476,4,1,0.25,56,10,0.186
Grenada County,Mississippi,28,43,309797000,196579000,0.6345,8,6,0.75,304,143,0.472
Hancock County,Mississippi,28,45,688345000,205695000,0.2988,16,6,0.375,576,229,0.3983
Harrison County,Mississippi,28,47,2976772000,374612000,0.1258,68,18,0.2647,2619,1118,0.427
Hinds County,Mississippi,28,49,4799820000,3939306000,0.8207,82,59,0.7195,3116,1666,0.5348
Holmes County,Mississippi,28,51,229800000,144487000,0.6288,9,6,0.6667,265,232,0.8775
Humphreys County,Mississippi,28,53,159507000,74291000,0.4658,4,2,0.5,132,116,0.88
Issaquena County,Mississippi,28,55,2026000,0,0,1,0,0,6,5,0.8571
Itawamba County,Mississippi,28,57,249825000,61291000,0.2453,5,1,0.2,200,77,0.3876
Jackson County,Mississippi,28,59,1651447000,144958000,0.0878,42,4,0.0952,1841,689,0.3746
Jasper County,Mississippi,28,61,172365000,0,0,7,0,0,108,39,0.3661
Jefferson County,Mississippi,28,63,34446000,0,0,2,0,0,35,24,0.7
Jefferson Davis County,Mississippi,28,65,140604000,119385000,0.8491,3,2,0.6667,66,26,0.4074
