"PSC CODE","PRODUCT AND SERVICE CODE NAME","START DATE","END DATE","PRODUCT AND SERVICE CODE FULL NAME","PRODUCT AND SERVICE CODE EXCLUDES","PRODUCT AND SERVICE CODE NOTES","PRODUCT AND SERVICE CODE INICLUDES"
"H299","EQ TEST SVCS/MISC EQUIP",11/15/1978,,"EQUIPMENT AND MATERIALS TESTING: MISCELLANEOUS",,,
"H3","INSPECTION SERVICES",10/1/1979,,,,,
"H310","INSPECT SVCS/WEAPONS",10/15/1985,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): WEAPONS",,,
"H311","INSPECT SVCS/NUCLEAR ORDNANCE",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): NUCLEAR ORDNANCE",,,
"H312","INSPECT SVCS/FIRE CONT EQ",10/15/1982,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): FIRE CONTROL EQUIPMENT",,,
"H313","INSPECT SVCS/AMMO & EXPLOSIVES",3/15/1979,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): AMMUNITION AND EXPLOSIVES",,,
"H314","INSPECT SVCS/GUIDED MISSILES",3/15/1979,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): GUIDED MISSILES",,,
"H315","INSPECT SVCS/AIRCRAFT",11/15/1978,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS",,,
"H316","INSPECT SVCS/AIRCRAFT COMPONENTS",8/15/1980,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): AIRCRAFT COMPONENTS AND ACCESSORIES",,,
"H317","INSPECT SVCS/AIRCRAFT GROUND EQ",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT",,,
"H318","INSPECT SVCS/SPACE VEHICLES",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): SPACE VEHICLES",,,
"H319","INSPECT SVCS/SHIPS-SML CRAFT-DOCKS",11/15/1979,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS",,,
"H320","INSPECT SVCS/SHIP & MARINE EQ",12/15/1981,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): SHIP AND MARINE EQUIPMENT",,,
"H322","INSPECT SVCS/RAILWAY EQ",10/15/1981,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): RAILWAY EQUIPMENT",,,
"H323","INSPECT SVCS/VEHICLES-TRAILERS-CYC",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",,,
"H324","INSPECT SVCS/TRACTORS",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): TRACTORS",,,
"H325","INSPECT SVCS/VEHICULAR EQ",5/15/1980,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): VEHICULAR EQUIPMENT COMPONENTS",,,
"H326","INSPECT SVCS/TIRES & TUBES",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): TIRES AND TUBES",,,
"H328","INSPECT SVCS/ENGINES & TURBINES",9/15/1979,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): ENGINES, TURBINES, AND COMPONENTS",,,
"H329","INSPECT SVCS/ENGINE ACCESSORIES",1/15/1979,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): ENGINE ACCESSORIES",,,
"H330","INSPECT SVCS/MECH POWER TRANS EQ",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): MECHANICAL POWER TRANSMISSION EQUIPMENT",,,
"H331","INSPECT SVCS/BEARINGS",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): BEARINGS",,,
"H332","INSPECT SVCS/WOODWORKING MACHINE",9/15/1981,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): WOODWORKING MACHINERY AND EQUIPMENT",,,
"H334","INSPECT SVCS/METALWORK MACHINE",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): METALWORKING MACHINERY",,,
"H335","INSPECT SVCS/SERVICE & TRADE EQ",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): SERVICE AND TRADE EQUIPMENT",,,
"H336","INSPECT SVCS/SP INDUSTRY MACHINERY",4/15/1980,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): SPECIAL INDUSTRY MACHINERY",,,
"H337","INSPECT SVCS/AGRICULTURE MACHINE",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): AGRICULTURAL MACHINERY AND EQUIPMENT",,,
"H338","INSPECT SVCS/CONTRUCT EQ",9/15/1981,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",,,
"H339","INSPECT SVCS/MATERIALS HANDLING EQ",10/15/1978,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): MATERIALS HANDLING EQUIPMENT",,,
"H340","INSPECT SVCS/ROPE-CABLE-CHAIN",4/15/1981,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): ROPE, CABLE, CHAIN, AND FITTINGS",,,
"H341","INSPECT SVCS/REFRIGERATION - AC EQ",2/15/1980,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",,,
"H342","INSPECT SVCS/FIRE-RESCUE-SAFETY EQ",7/15/1981,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): FIRE FIGHTING, RESCUE, AND SAFETY EQUIPMENT; AND ENVIRONMENTAL PROTECTION EQUIPMENT AND MATERIALS",,,
"H343","INSPECT SVCS/PUMPS & COMPRESSORS",7/15/1979,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): PUMPS AND COMPRESSORS",,,
"H344","INSPECT SVCS/FURNACE-NUCLEAR REAC",10/15/1978,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; AND NUCLEAR REACTORS",,,
"H345","INSPECT SVCS/PLUMBING-HEATING EQ",5/15/1980,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",,,
"H346","INSPECT SVCS/WATER PURIFICATION EQ",5/15/1981,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT",,,
"H347","INSPECT SVCS/PIPE-TUBING-HOSE",5/15/1983,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): PIPE, TUBING, HOSE, AND FITTINGS",,,
"H348","INSPECT SVCS/VALVES",4/15/1981,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): VALVES",,,
"H349","INSPECT SVCS/MAINT REPAIR SHOP EQ",12/15/1978,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): MAINTENANCE AND REPAIR SHOP EQUIPMENT",,,
"H351","INSPECT SVCS/HAND TOOLS",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): HAND TOOLS",,,
"H352","INSPECT SVCS/MEASURING TOOLS",5/15/1988,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): MEASURING TOOL",,,
"H353","INSPECT SVCS/HARDWARE & ABRASIVES",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): HARDWARE AND ABRASIVES",,,
"H354","INSPECT SVCS/PREFAB STRUCTURES",7/15/1982,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): PREFABRICATED STRUCTURES  AND SCAFFOLDING",,,
"H355","INSPECT SVCS/LUMBER & MILLWORK",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): LUMBER, MILLWORK, PLYWOOD, AND VENEER",,,
"H356","INSPECT SVCS/CONTRUCT MATERIAL",11/15/1980,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): CONSTRUCTION AND BUILDING MATERIALS",,,
"H358","INSPECT SVCS/COMMUNICATION EQ",12/15/1979,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",,,
"H359","INSPECT SVCS/ELECT-ELCT EQ",10/15/1982,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS",,,
"H360","INSPECT SVCS/FIBER OPTICS",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES",,,
"H361","INSPECT SVCS/POWER DISTRIBUTION EQ",12/15/1979,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): ELECTRIC WIRE, AND POWER AND DISTRIBUTION EQUIPMENT",,,
"H362","INSPECT SVCS/LIGHTING FIXTURES",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): LIGHTING FIXTURES AND LAMPS",,,
"H363","INSPECT SVCS/ALARM & SIGNAL SYSTEM",1/15/1988,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",,,
"H365","INSPECT SVCS/MEDICAL-DENTAL-VET EQ",12/15/1979,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",,,
"H366","INSPECT SVCS/INSTRUMENTS & LAB EQ",3/15/1984,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): INSTRUMENTS AND LABORATORY EQUIPMENT",,,
"H367","INSPECT SVCS/PHOTOGRAPHIC EQ",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): PHOTOGRAPHIC EQUIPMENT",,,
"H368","INSPECT SVCS/CHEMICAL PRODUCTS",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): CHEMICALS AND CHEMICAL PRODUCTS",,,
"H369","INSPECT SVCS/TRAINING AIDS-DEVICES",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): TRAINING AIDS AND DEVICES",,,
"H370","INSPECT SVCS/ADP EQ & SUPPLIES",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): AUTOMATIC DATA PROCESSING EQUIPMENT (INCLUDING  FIRMWARE), SOFTWARE, SUPPLIES AND SUPPORT EQUIPMENT",,,
"H371","INSPECT SVCS/FURNITURE",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): FURNITURE",,,
"H372","INSPECT SVCS/HOUSEHOLD FURNISHINGS",2/15/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES",,,
"H373","INSPECT SVCS/FOOD PREP-SERVING EQ",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): FOOD PREPARATION AND SERVING EQUIPMENT",,,
"H374","INSPECT SVCS/OFFICE MACHINES",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): OFFICE MACHINES, TEXT PROCESSING SYSTEMS AND VISIBLE RECORD EQUIPMENT",,,
"H375","INSPECT SVCS/OFFICE SUPPLIES",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): OFFICE SUPPLIES AND DEVICES",,,
"H376","INSPECT SVCS/BOOKS-MAPS-PUBS",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): BOOKS, MAPS, AND OTHER PUBLICATIONS",,,
"H377","INSPECT SVCS/MUSICAL INST-RADIO-TV",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): MUSICAL INSTRUMENTS, PHONOGRAPHS, AND HOME TYPE RADIOS",,,
"H378","INSPECT SVCS/RECREATIONAL EQ",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): RECREATIONAL AND ATHLETIC EQUIPMENT",,,
"H379","INSPECT SVCS/CLEANING EQ",9/15/1980,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): CLEANING EQUIPMENT AND SUPPLIES",,,
"H380","INSPECT SVCS/BRUSHES-PAINTS-SEALER",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): BRUSHES, PAINTS, SEALERS, AND ADHESIVES",,,
"H381","INSPECT SVCS/CONTAINERS-PACKAGING",6/15/1982,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): CONTAINERS, PACKAGING, AND PACKING SUPPLIES",,,
"H383","INSPECT SVCS/TEXTILES-LEATHER-FURS",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS",,,
"H384","INSPECT SVCS/CLOTHING - INDIVID EQ",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA",,,
"H385","INSPECT SVCS/TOILETRIES",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): TOILETRIES",,,
"H387","INSPECT SVCS/AGRICULTURAL SUPPLIES",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): AGRICULTURAL SUPPLIES",,,
"H388","INSPECT SVCS/LIVE ANIMALS",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): LIVE ANIMALS",,,
"H389","INSPECT SVCS/SUBSISTENCE",2/15/1979,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): SUBSISTENCE",,,
"H391","INSPECT SVCS/FUELS-LUBRICANTS-OILS",5/15/1981,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): FUELS, LUBRICANTS, OILS, AND WAXES",,,
"H393","INSPECT SVCS/NONMETALIC FAB MAT",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): NONMETALLIC FABRICATED MATERIALS",,,
"H394","INSPECT SVCS/NONMETALIC CRUDE MAT",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): NONMETALLIC CRUDE MATERIALS",,,
"H395","INSPECT SVCS/METAL BARS & SHEETS",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): METAL BARS, SHEETS, AND SHAPES",,,
"H396","INSPECT SVCS/ORES & MINERALS",10/1/1991,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): ORES, MINERALS, AND THEIR PRIMARY PRODUCTS",,,
"H399","INSPECT SVCS/MISC EQ",11/15/1978,,"INSPECTION AND LABORATORY SERVICES (EXCEPT MEDICAL/DENTAL): MISCELLANEOUS",,,
"H9","OTHER QUALITY, TEST, INSPECT SVCS",10/1/1979,,,,,
"H910","OTHER QC SVCS/WEAPONS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: WEAPONS",,,
"H911","OTHER QC SVCS/NUCLEAR ORDNANCE",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: NUCLEAR ORDNANCE",,,
"H912","OTHER QC SVCS/FIRE CONT EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: FIRE CONTROL EQUIPMENT",,,
"H913","OTHER QC SVCS/AMMO & EXPLOSIVES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: AMMUNITION AND EXPLOSIVES",,,
"H914","OTHER QC SVCS/GUIDED MISSILES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: GUIDED MISSILES",,,
"H915","OTHER QC SVCS/AIRCRAFT",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS",,,
"H916","OTHER QC SVCS/AIRCRAFT COMPONENTS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: AIRCRAFT COMPONENTS AND ACCESSORIES",,,
"H917","OTHER QC SVCS/AIRCRAFT GROUND EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT",,,
"H918","OTHER QC SVCS/SPACE VEHICLES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: SPACE VEHICLES",,,
"H919","OTHER QC SVCS/SHIPS-SML CRAFT-DOCKS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS",,,
"H920","OTHER QC SVCS/SHIP & MARINE EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: SHIP AND MARINE EQUIPMENT",,,
"H922","OTHER QC SVCS/RAILWAY EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: RAILWAY EQUIPMENT",,,
"H923","OTHER QC SVCS/VEHICLES-TRAILERS-CYC",11/15/1989,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",,,
"H924","OTHER QC SVCS/TRACTORS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: TRACTORS",,,
"H925","OTHER QC SVCS/VEHICULAR EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: VEHICULAR EQUIPMENT COMPONENTS",,,
"H926","OTHER QC SVCS/TIRES & TUBES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: TIRES AND TUBES",,,
"H928","OTHER QC SVCS/ENGINES & TURBINES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: ENGINES, TURBINES, AND COMPONENTS",,,
"H929","OTHER QC SVCS/ENGINE ACCESSORIES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: ENGINE ACCESSORIES",,,
"H930","OTHER QC SVCS/MECH POWER TRANS EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: MECHANICAL POWER TRANSMISSION EQUIPMENT",,,
"H931","OTHER QC SVCS/BEARINGS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: BEARINGS",,,
"H932","OTHER QC SVCS/WOODWORKING MACHINE",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: WOODWORKING MACHINERY AND EQUIPMENT",,,
"H934","OTHER QC SVCS/METALWORK MACHINE",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: METALWORKING MACHINERY",,,
"H935","OTHER QC SVCS/SERVICE & TRADE EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: SERVICE AND TRADE EQUIPMENT",,,
"H936","OTHER QC SVCS/SP INDUSTRY MACHINERY",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: SPECIAL INDUSTRY MACHINERY",,,
"H937","OTHER QC SVCS/AGRICULTURE MACHINE",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: AGRICULTURAL MACHINERY AND EQUIPMENT",,,
"H938","OTHER QC SVCS/CONTRUCT EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",,,
"H939","OTHER QC SVCS/MATERIALS HANDLING EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: MATERIALS HANDLING EQUIPMENT",,,
"H940","OTHER QC SVCS/ROPE-CABLE-CHAIN",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: ROPE, CABLE, CHAIN, AND FITTINGS",,,
"H941","OTHER QC SVCS/REFRIGERATION - AC EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",,,
"H942","OTHER QC SVCS/FIRE-RESCUE-SAFETY EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: FIRE FIGHTING, RESCUE, AND SAFETY EQUIPMENT; AND ENVIRONMENTAL PROTECTION EQUIPMENT AND MATERIALS",,,
"H943","OTHER QC SVCS/PUMPS & COMPRESSORS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: PUMPS AND COMPRESSORS",,,
"H944","OTHER QC SVCS/FURNACE-NUCLEAR REAC",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; AND NUCLEAR REACTORS",,,
"H945","OTHER QC SVCS/PLUMBING-HEATING EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",,,
"H946","OTHER QC SVCS/WATER PURIFICATION EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT",,,
"H947","OTHER QC SVCS/PIPE-TUBING-HOSE",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: PIPE, TUBING, HOSE, AND FITTINGS",,,
"H948","OTHER QC SVCS/VALVES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: VALVES",,,
"H949","OTHER QC SVCS/MAINT REPAIR SHOP EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: MAINTENANCE AND REPAIR SHOP EQUIPMENT",,,
"H951","OTHER QC SVCS/HAND TOOLS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: HAND TOOLS",,,
"H952","OTHER QC SVCS/MEASURING TOOLS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: MEASURING TOOL",,,
"H953","OTHER QC SVCS/HARDWARE & ABRASIVES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: HARDWARE AND ABRASIVES",,,
"H954","OTHER QC SVCS/PREFAB STRUCTURES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: PREFABRICATED STRUCTURES  AND SCAFFOLDING",,,
"H955","OTHER QC SVCS/LUMBER & MILLWORK",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: LUMBER, MILLWORK, PLYWOOD, AND VENEER",,,
"H956","OTHER QC SVCS/CONTRUCT MATERIAL",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: CONSTRUCTION AND BUILDING MATERIALS",,,
"H958","OTHER QC SVCS/COMMUNICATION EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",,,
"H959","OTHER QC SVCS/ELECT-ELCT EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS",,,
"H960","OTHER QC SVCS/FIBER OPTICS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES",,,
"H961","OTHER QC SVCS/POWER DISTRIBUTION EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: ELECTRIC WIRE, AND POWER AND DISTRIBUTION EQUIPMENT",,,
"H962","OTHER QC SVCS/LIGHTING FIXTURES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: LIGHTING FIXTURES AND LAMPS",,,
"H963","OTHER QC SVCS/ALARM & SIGNAL SYSTEM",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",,,
"H965","OTHER QC SVCS/MEDICAL-DENTAL-VET EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",,,
"H966","OTHER QC SVCS/INSTRUMENTS & LAB EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: INSTRUMENTS AND LABORATORY EQUIPMENT",,,
"H967","OTHER QC SVCS/PHOTOGRAPHIC EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: PHOTOGRAPHIC EQUIPMENT",,,
"H968","OTHER QC SVCS/CHEMICAL PRODUCTS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: CHEMICALS AND CHEMICAL PRODUCTS",,,
"H969","OTHER QC SVCS/TRAINING AIDS-DEVICES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: TRAINING AIDS AND DEVICES",,,
"H970","OTHER QC SVCS/ADP EQ & SUPPLIES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: AUTOMATIC DATA PROCESSING EQUIPMENT (INCLUDING  FIRMWARE), SOFTWARE, SUPPLIES AND SUPPORT EQUIPMENT",,,
"H971","OTHER QC SVCS/FURNITURE",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: FURNITURE",,,
