"Indent","Category","Source","Report","2000 (Corp)","2001 (Corp)","2002 (Corp)","2003 (Corp)","2004 (Corp)","2005 (Corp)","2006 (Corp)","2007 (Corp)","2008 (Corp)","2009 (Corp)","2010 (Corp)","2011 (Corp)","2012 (Corp)","2013 (Corp)","2014 (Corp)","2015 (Corp)","2016 (Corp)","2000 (Indv)","2001 (Indv)","2002 (Indv)","2003 (Indv)","2004 (Indv)","2005 (Indv)","2006 (Indv)","2007 (Indv)","2008 (Indv)","2009 (Indv)","2010 (Indv)","2011 (Indv)","2012 (Indv)","2013 (Indv)","2014 (Indv)","2015 (Indv)","2016 (Indv)","Description/Expenditure Name","Notes",,
"#+",9,"Treasury",2009,,,,,,,,460,440,400,340,270,210,130,,,,,,,,,,,70,70,60,50,40,30,20,,,,"Expensing of exploration and development costs, fuels",,,
"#+",9,"Treasury",2010,,,,,,,,,1380,2070,1990,1540,1320,1050,780,,,,,,,,,,,270,410,400,310,260,210,160,,,"Expensing of exploration and development costs, fuels",,,
"#+",9,"Treasury",2011,,,,,,,,,,1370,1710,990,770,760,570,290,,,,,,,,,,,270,330,190,150,140,110,50,,"Expensing of exploration and development costs, fuels",,,
"#+",9,"Treasury",2012,,,,,,,,,,,350,460,610,470,350,300,280,,,,,,,,,,,50,60,90,70,50,40,40,"Expensing of exploration and development costs, fuels",,,
"##","Oil and gas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2001,400,400,500,500,,,,,,,,,,,,,,"<50","<50","<50","<50",,,,,,,,,,,,,,"Oil and gas",,,
"##+",,"JCT",2002,400,500,500,500,500,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"Oil and gas",,,
"##+",,"JCT",2003,,600,600,600,400,300,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,"Oil and gas",,,
"##+",,"JCT",2004,,,1600,1200,700,300,600,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,"Oil and gas",,,
"##+",,"JCT",2005,,,,600,400,300,400,500,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,"Oil and gas",,,
"##+",,"JCT",2006,,,,,500,300,400,500,500,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,"Oil and gas",,,
"##+",,"JCT",2007,,,,,,500,400,400,500,500,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,"Oil and gas",,,
"##+",,"JCT",2008,,,,,,,1100,1600,1200,800,600,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,"Oil and gas",,,
"##+",,"JCT",2009,,,,,,,,1100,800,600,500,500,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,"Oil and gas",,,
"##+",,"JCT",2010,,,,,,,,,2100,3000,1700,400,400,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,"Oil and gas",,,
"##+",,"JCT",2011,,,,,,,,,,300,400,400,700,800,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,"Oil and gas",,,
"##+",,"JCT",2012,,,,,,,,,,,700,700,900,1000,1000,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,"Oil and gas",,,
"##","Other fuels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2001,"<50","<50","<50","<50",,,,,,,,,,,,,,"<50","<50","<50","<50",,,,,,,,,,,,,,"Other fuels",,,
"##+",,"JCT",2002,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"Other fuels",,,
"##+",,"JCT",2003,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,"Other fuels",,,
"##+",,"JCT",2004,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,"Other fuels",,,
"##+",,"JCT",2005,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,"Other fuels",,,
"##+",,"JCT",2006,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,"Other fuels",,,
"##+",,"JCT",2007,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,"Other fuels",,,
"##+",,"JCT",2008,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,"Other fuels",,,
"##+",,"JCT",2009,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,"Other fuels",,,
"##+",,"JCT",2010,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,"Other fuels",,,
"##+",,"JCT",2011,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,"Other fuels",,,
"##+",,"JCT",2012,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,"Other fuels",,,
"#","Five-year carryback period for certain net operating losses of electric utility companies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Certain electric utility companies may elect to extend the Net Operating Loss (NOL) carryback period to five years for a portion of NOLs arising in 2003, 2004 and 2005. The election applies to the 2006-2008 taxable years, and is limited to 20 percent of the taxpayer's transmission and pollution control investments during the prior taxable year. There are various other limitations.</p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-109SPRT31188/pdf/CPRT-109SPRT31188.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2006, Washington, DC: U.S. Government Printing Office.
Description from <a href=""http://frwebgate.access.gpo.gov/cgi-bin/getdoc.cgi?dbname=110_cong_senate_committee_prints&docid=f:45728.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2008, Washington, DC: U.S. Government Printing Office.",,
"#+",,"JCT",2008,,,,,,,100,"<50","<50",">-50",">-50",,,,,,,,,,,,,0,0,0,">-50",">-50",,,,,,,"Five-year carryback period for certain net operating losses of electric utility companies",,,
"#","Five-year MACRS for certain energy property (solar, wind, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Under the Modified Accelerated Cost Recovery System (MACRS), the cost of tangible depreciable property (capital goods) placed in service after 1986 is recovered using (1) the applicable depreciation method, (2) the applicable recovery period, and the applicable convention. The recovery period for certain renewable energy equipment, including solar, wind, geothermal, fuel cell, combined heat and power (CHP), and micro turbine property is 5 years. Renewable energy generation property that is part of a “small electric power facility” and certain biomass property is also recovered over 5 years. Natural gas gathering lines are treated as 7-year property if the original use commences with the taxpayer after April 11, 2005. A qualified smart meter or qualified smart electric grid system (which are essentially energy monitoring and management devices) is recovered over 10 years. Certain electric transmission property and natural gas distribution lines originally placed in service after April 11, 2005, is MACRS property recovered over 15 years.  </p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdff""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office.",,
"#+",,"JCT",2010,,,,,,,,,200,100,100,100,100,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,"Five-year MACRS for certain energy property (solar, wind, etc)",,,
"#+",,"JCT",2011,,,,,,,,,,300,300,200,100,"<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,"Five-year MACRS for certain energy property (solar, wind, etc)",,,
"##+",,"JCT",2012,,,,,,,,,,,300,300,200,200,100,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,"Five-year MACRS for certain energy property (solar, wind, etc)",,,
"#","Natural gas distribution pipelines treated as 15-year property",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system allows taxpayers to deduct the decline in the economic value of an investment over time. However, the Tax Code allows depreciation of natural gas distribution pipelines (placed in service between 2005 and 2011) over a 15 year period. These deductions are accelerated relative to deductions based on economic depreciation. </p>","Description adapted from <a href=""http://www.gpoaccess.gov/usbudget/fy11/pdf/spec.pdf""><em>Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2011</em>.</a>",,
"#+",,"JCT",2010,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,"15-year MACRS for natural gas distribution line",,,
"#+",,"JCT",2011,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,0,0,0,0,0,,,,"15-year MACRS for natural gas distribution line",,,
"#+",,"JCT",2012,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,0,0,0,0,0,,,"15-year MACRS for natural gas distribution line",,,
"#+",27,"Treasury",2007,,,,,,0,20,50,90,120,150,150,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,"Natural gas distribution pipelines treated as 15-year property",,,
"#+",24,"Treasury",2008,,,,,,,20,50,90,120,150,150,120,,,,,,,,,,,0,0,0,0,0,0,0,,,,,"Natural gas distribution pipelines treated as 15-year property",,,
"#+",24,"Treasury",2009,,,,,,,,60,80,90,110,120,110,100,,,,,,,,,,,0,0,0,0,0,0,0,,,,"Natural gas distribution pipelines treated as 15-year property",,,
"#+",25,"Treasury",2010,,,,,,,,,80,90,110,120,110,100,90,,,,,,,,,,,,,,,,,,,,"Natural gas distribution pipelines treated as 15-year property",,,
"#+",25,"Treasury",2011,,,,,,,,,,80,110,120,110,90,80,80,,,,,,,,,,,0,0,0,0,0,0,0,,"Natural gas distribution pipelines treated as 15-year property",,,
"#+",25,"Treasury",2012,,,,,,,,,,,120,120,100,80,80,80,90,,,,,,,,,,,,,,,,,,"Natural gas distribution pipelines treated as 15-year property",,,
"#","Energy production credit ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system would not allow credits for particular activities, investments, or industries. Instead, it generally would seek to tax uniformly all returns from investment-like activities. In contrast, the Tax Code provides a credit for certain electricity produced from wind energy, biomass, geothermal energy, solar energy, small irrigation power, municipal solid waste, or qualified hydropower and sold to an unrelated party. In addition to the electricity production credit, an income tax credit is allowed for the production of refined coal and Indian coal at qualified facilities. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy11/pdf/spec.pdf""><em>Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2011</em>.</a>",,
"#+",17,"Treasury",2001,50,60,70,70,70,65,,,,,,,,,,,,10,20,20,20,20,20,,,,,,,,,,,,"New technology credit",,,
"#+",18,"Treasury",2002,40,60,70,90,90,90,90,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,"New technology credit",,,
"#+",17,"Treasury",2003,,60,80,100,100,100,90,90,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,"New technology credit",,,
"#+",17,"Treasury",2004,,,100,180,250,270,270,270,270,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,"New technology credit",,,
"#+",17,"Treasury",2005,,,,280,350,370,370,370,370,370,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,"New technology credit",,,
"#+",17,"Treasury",2006,,,,,330,470,620,700,800,820,690,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,"New technology credit",,,
"#+",17,"Treasury",2007,,,,,,220,470,640,750,800,810,810,,,,,,,,,,,20,40,50,50,50,50,50,,,,,,"New technology credit",,,
"#+",16,"Treasury",2008,,,,,,,470,640,900,1060,1090,1090,1090,,,,,,,,,,,40,50,60,60,60,60,60,,,,,"New technology credit",,,
"#+",15,"Treasury",2009,,,,,,,,380,730,910,940,920,910,880,,,,,,,,,,,30,70,90,90,90,90,90,,,,"New technology credit",,,
"#+",15,"Treasury",2010,,,,,,,,,840,1030,1070,1070,1050,1040,1020,,,,,,,,,,,80,100,110,110,100,100,100,,,"Energy production credit",,,
"#+",15,"Treasury",2011,,,,,,,,,,380,770,1010,1230,1300,1290,1260,,,,,,,,,,,50,110,150,200,230,240,240,,"Energy production credit ","Firms can take an energy grant in lieu of the energy production credit or the energy investment credit for facilities placed in service in 2009 and 2010 or whose construction commenced in 2009 and 2010. The effect of the grant on outlays (in millions of dollars) is as follows: 2009 $1,050; 2010 $3,090; 2011 $4,460; 2012 $4,240; 2013 $2,360; 2014 $230; 2015 $30.",,
"#+",15,"Treasury",2012,,,,,,,,,,,1370,1430,1510,1620,1640,1580,1460,,,,,,,,,,,170,190,230,280,310,310,310,"Energy production credit ",,,
"##","Closed-loop biomass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2010,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,,"Closed-loop biomass",,,
"##+",,"JCT",2011,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,"Closed-loop biomass",,,
"##+",,"JCT",2012,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,"Closed-loop biomass",,,
"##","Geothermal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2010,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,,"Geothermal",,,
"##+",,"JCT",2011,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,"Geothermal",,,
"##+",,"JCT",2012,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,"Geothermal",,,
"##","Indian coal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2010,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,,"Indian coal",,,
"##+",,"JCT",2011,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,"Indian coal",,,
"##+",,"JCT",2012,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,"Indian coal",,,
"##","Municipal solid waste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2010,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,,"Municipal solid waste",,,
"##+",,"JCT",2011,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,"Municipal solid waste",,,
"##+",,"JCT",2012,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,"Municipal solid waste",,,
"##","Open-loop biomass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2010,,,,,,,,,300,400,300,200,200,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,"Open-loop biomass",,,
"##+",,"JCT",2011,,,,,,,,,,600,400,300,200,200,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,"Open-loop biomass",,,
"##+",,"JCT",2012,,,,,,,,,,,400,300,300,300,200,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,"Open-loop biomass",,,
"##","Qualified hydropower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2010,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,,"Qualified hydropower",,,
"##+",,"JCT",2011,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,"Qualified hydropower",,,
"##+",,"JCT",2012,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,"Qualified hydropower",,,
"##","Refined coal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2010,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,,"Refined coal",,,
"##+",,"JCT",2011,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,"Refined coal",,,
"##+",,"JCT",2012,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,"Refined coal",,,
"##","Small irrigation power",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2010,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,,"Small irrigation power",,,
"##+",,"JCT",2011,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,"Small irrigation power",,,
"##+",,"JCT",2012,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,"Small irrigation power",,,
"##","Solar (limited to facilities placed in service before 1/1/06)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2010,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,,"Solar (limited to facilities placed in service before 1/1/06)",,,
"##+",,"JCT",2011,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,"Solar (limited to facilities placed in service before 1/1/06)",,,
"##+",,"JCT",2012,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,"Solar (limited to facilities placed in service before1/1/06)",,,
"##","Tax credit for electricity production from renewable resources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2007,,,,,,200,200,300,400,400,,,,,,,,,,,,,100,100,100,100,100,,,,,,,,"Tax credit for electricity production from renewable resources",,,
"##+",,"JCT",2008,,,,,,,2000,3700,5500,6000,5800,,,,,,,,,,,,,100,100,100,100,100,,,,,,,"Tax credit for electricity production from renewable resources",,,
"##+",,"JCT",2009,,,,,,,,1000,1500,1800,1600,1400,,,,,,,,,,,,,100,100,100,100,100,,,,,,"Tax credits for electricity production from renewable resources",,,
"##","Tax credit for electricity production from wind, biomass, and poultry waste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2001,"<50","<50","<50","<50",,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,"Tax credit for electricity production from wind and biomass",,,
"##+",,"JCT",2002,"<50","<50","<50","<50","<50",,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,"Tax credit for electricity production from wind, biomass, and poultry waste",,,
"##+",,"JCT",2003,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,"Tax credit for electricity production from wind, biomass, and poultry waste",,,
"##+",,"JCT",2004,,,"<50","<50","<50","<50",100,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,"Tax credit for electricity production from wind, closed-loop biomass, and poultry waste",,,
"##+",,"JCT",2005,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,"Tax credit for electricity production from wind, biomass, and poultry waste",,,
"##+",,"JCT",2006,,,,,200,200,200,200,200,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,"Tax credit for electricity production from wind, biomass, and poultry waste",,,
"##","Tax credit for investments in solar and geothermal energy facilities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2001,"<50","<50","<50","<50",,,,,,,,,,,,,,"<50","<50","<50","<50",,,,,,,,,,,,,,"Tax credit for investments in solar and geothermal energy facilities",,,
"##+",,"JCT",2002,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"Tax credit for investments in solar and geothermal energy facilities",,,
"##+",,"JCT",2003,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,"Tax credit for investments in solar and geothermal energy facilities",,,
"##+",,"JCT",2004,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,"Tax credit for investments in solar and geothermal energy facilities",,,
"##+",,"JCT",2005,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,"Tax credit for investments in solar and geothermal energy facilities",,,
"##+",,"JCT",2006,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,"Tax credit for investments in solar and geothermal energy facilities",,,
"##+",,"JCT",2007,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,"Tax credit for investments in solar and geothermal energy facilities",,,
"##","Wind",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2010,,,,,,,,,600,800,900,900,900,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,"Wind",,,
"##+",,"JCT",2011,,,,,,,,,,700,900,1100,1400,1500,,,,,,,,,,,,,"<50","<50",100,100,100,,,,"Wind",,,
"##+",,"JCT",2012,,,,,,,,,,,1000,1100,1300,1400,1500,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,"Wind",,,
"#","Partial expensing for advanced mine safety equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system generally allows depreciation
deductions based on estimates of the decline in
the value of an asset as it ages. It would not allow faster
write-offs for a particular class of assets or industries. In
contrast, the Tax Code allows qualified mine safety equipment
placed in service before 2009 to be expensed (deducted
immediately) rather than depreciated over time.</p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy10/pdf/spec.pdf""><em>Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2010</em>.</a>",,
"#+",32,"Treasury",2008,,,,,,,0,10,20,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,"Partial expensing for advanced mine safety equipment",,,
"#+",32,"Treasury",2009,,,,,,,,10,20,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,"Partial expensing for advanced mine safety equipment",,,
"#+",32,"Treasury",2010,,,,,,,,,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"Partial expensing for advanced mine safety equipment",,,
"#","Pass through low sulfur diesel expensing to cooperative owners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>This provision was introduced
by the Energy Tax Incentives Act of 2005. Taxpayers
may expense certain costs for investments to comply
with EPA low sulfur diesel regulations. The deduction 
may be passed-through to members of a cooperative
if the cooperative makes an election on their tax return.</p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy07/pdf/spec.pdf""><em>Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2007</em>.</a>",,
"#+",,"JCT",2007,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,,,,,"Incentives for small refiners to comply with EPA sulfur regulations",,,
"#+",26,"Treasury",2007,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,40,0,-10,0,-10,0,-10,,,,,,"Pass through low sulfur diesel expensing to cooperative owners",,,
"#","Provide credit for investment in advanced energy property",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The American Recovery and Reinvestment Act of 2009 (P.L. 111-5) established a 30% tax credit for qualified investments in advanced energy property. A total of $2.3 billion was allocated for advanced energy property investment tax credits. The tax credits were competitively awarded by the Department of Energy (DOE) and the Department of Treasury. </p>

<p>Advanced energy projects that may qualify for the tax credit include those that re-equip, expand, or establish eligible manufacturing facilities. Facilities that produce the following types of property may qualify: (1) property designed to produce energy using a renewable resource (i.e. solar, wind, geothermal), (2) fuel cells, microturbines, or energy storage systems for use with electric or hybrid-electric vehicles, (3) advanced transmission technologies that support renewable generation (including storage), (4) carbon capture and sequestration property, (5) property designed to refine or blend renewable fuels, (6) energy conservation technologies (i.e. energy saving lighting or smart grid technologies), (7) plug-in electric vehicles and 240 components, (8) other advanced energy property designed to reduce greenhouse gas emissions.</p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdff""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office.",,
"#+",,"JCT",2011,,,,,,,,,,100,200,200,300,300,,,,,,,,,,,,,"<50",100,100,100,100,,,,"Provide credit for investment in advanced energy property",,,
"#","Qualified energy conservation bonds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system would uniformly tax all returns to investments and not allow credits for particular activities, investments, or industries. However, the Tax Code provides for the issuance of energy conservation bonds which entitle the bond holder to a Federal income tax credit in lieu of interest. The limit on the volume issued in 2009 is $3.2 billion. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy11/pdf/spec.pdf""><em>Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2011</em>.</a>",,
"#+",,"JCT",2010,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,"Credit for holder of qualified energy conservation bonds",,,
"#+",,"JCT",2011,,,,,,,,,,"<50","<50","<50","<50",100,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,"Credit for holder of qualified energy conservation bonds",,,
"#+",,"JCT",2012,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50",100,100,100,,,"Credit for holder of qualified energy conservation bonds",,,
"#+",33,"Treasury",2010,,,,,,,,,0,0,0,10,10,10,10,,,,,,,,,,,0,0,10,20,30,30,30,,,"Qualified energy conservation bonds",,,
"#+",32,"Treasury",2011,,,,,,,,,,0,0,10,20,30,30,30,,,,,,,,,,,0,10,30,60,80,90,90,,"Qualified energy conservation bonds",,,
"#+",32,"Treasury",2012,,,,,,,,,,,0,0,10,10,10,10,10,,,,,,,,,,,0,10,10,20,20,20,20,"Qualified energy conservation bonds ",,,
"#","Seven-year MACRS for natural gas gathering line",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Under the Modified Accelerated Cost Recovery System (MACRS), the cost of tangible depreciable property (capital goods) placed in service after 1986 is recovered using (1) the applicable depreciation method, (2) the applicable recovery period, and the applicable convention. The recovery period for certain renewable energy equipment, including solar, wind, geothermal, fuel cell, combined heat and power (CHP), and micro turbine property is 5 years. Renewable energy generation property that is part of a “small electric power facility” and certain biomass property is also recovered over 5 years. Natural gas gathering lines are treated as 7-year property if the original use commences with the taxpayer after April 11, 2005. A qualified smart meter or qualified smart electric grid system (which are essentially energy monitoring and management devices) is recovered over 10 years. Certain electric transmission property and natural gas distribution lines originally placed in service after April 11, 2005, is MACRS property recovered over 15 years.  </p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdff""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office.",,
"#+",,"JCT",2011,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,0,0,0,0,0,,,,"Seven-year MACRS for natural gas gathering line",,,
